updated_at,processed,selected_total,correct,errors,accuracy,accuracy_scorable,supported_accuracy,unsupported_accuracy,json_parse_failures,answers_outside_choices,multifield_incomplete,structured_overrides,case_id,task,task_match,last_correct,last_error
2026-07-22T22:57:04+08:00,28,390,7,0,0.25,0.25,0.3333333333333333,0.1875,0,0,0,0,TCGA-BH-A0BV,histological_type_label,direct,False,
2026-07-22T22:57:11+08:00,29,390,7,0,0.2413793103448276,0.2413793103448276,0.3333333333333333,0.17647058823529413,0,0,0,0,TCGA-BH-A0BV,unrouted,none,False,
2026-07-22T22:57:20+08:00,30,390,8,0,0.26666666666666666,0.26666666666666666,0.3333333333333333,0.2222222222222222,0,0,0,0,TCGA-BH-A202,unrouted,none,True,
2026-07-22T22:57:28+08:00,31,390,8,0,0.25806451612903225,0.25806451612903225,0.3333333333333333,0.21052631578947367,0,0,0,0,TCGA-BH-A202,unrouted,none,False,
2026-07-22T22:58:10+08:00,32,390,9,0,0.28125,0.28125,0.38461538461538464,0.21052631578947367,0,0,0,0,TCGA-BH-A202,histological_type_label,direct,True,
2026-07-22T22:59:40+08:00,33,390,9,0,0.2727272727272727,0.2727272727272727,0.35714285714285715,0.21052631578947367,0,0,0,0,TCGA-BH-A202,lymphovascular_invasion_label,direct,False,
2026-07-22T22:59:48+08:00,34,390,10,0,0.29411764705882354,0.29411764705882354,0.35714285714285715,0.25,0,0,0,0,TCGA-BH-A202,unrouted,none,True,
2026-07-22T23:01:09+08:00,35,390,10,0,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.25,0,0,0,0,TCGA-BH-A202,HER2_status_label,direct,False,
2026-07-22T23:02:29+08:00,36,390,11,0,0.3055555555555556,0.3055555555555556,0.375,0.25,0,0,0,0,TCGA-AR-A0U3,histological_type_label,direct,True,
2026-07-22T23:02:35+08:00,37,390,12,0,0.32432432432432434,0.32432432432432434,0.375,0.2857142857142857,0,0,0,0,TCGA-AR-A0U3,unrouted,none,True,
2026-07-22T23:02:41+08:00,38,390,12,0,0.3157894736842105,0.3157894736842105,0.375,0.2727272727272727,0,0,0,0,TCGA-AR-A0U3,unrouted,none,False,
2026-07-22T23:02:47+08:00,39,390,13,0,0.3333333333333333,0.3333333333333333,0.375,0.30434782608695654,0,0,0,0,TCGA-AR-A0U3,unrouted,none,True,
2026-07-22T23:03:27+08:00,40,390,14,0,0.35,0.35,0.4117647058823529,0.30434782608695654,0,0,0,0,TCGA-AR-A0U3,ER_status_label,direct,True,
2026-07-22T23:04:16+08:00,41,390,15,0,0.36585365853658536,0.36585365853658536,0.4444444444444444,0.30434782608695654,0,0,0,0,TCGA-AO-A0JE,histologic_grade_label,direct,True,
2026-07-22T23:04:24+08:00,42,390,15,0,0.35714285714285715,0.35714285714285715,0.4444444444444444,0.2916666666666667,0,0,0,0,TCGA-AO-A0JE,unrouted,none,False,
2026-07-22T23:04:30+08:00,43,390,16,0,0.37209302325581395,0.37209302325581395,0.4444444444444444,0.32,0,0,0,0,TCGA-AO-A0JE,unrouted,none,True,
2026-07-22T23:04:37+08:00,44,390,17,0,0.38636363636363635,0.38636363636363635,0.4444444444444444,0.34615384615384615,0,0,0,0,TCGA-AO-A0JE,unrouted,none,True,
2026-07-22T23:04:48+08:00,45,390,17,0,0.37777777777777777,0.37777777777777777,0.4444444444444444,0.3333333333333333,0,0,0,0,TCGA-A1-A0SF,unrouted,none,False,
2026-07-22T23:06:04+08:00,46,390,18,0,0.391304347826087,0.391304347826087,0.47368421052631576,0.3333333333333333,0,0,0,0,TCGA-A1-A0SF,histologic_grade_label,direct,True,
2026-07-22T23:07:05+08:00,47,390,18,0,0.3829787234042553,0.3829787234042553,0.45,0.3333333333333333,0,0,0,0,TCGA-A1-A0SF,HER2_status_label,direct,False,
2026-07-22T23:07:51+08:00,48,390,18,0,0.375,0.375,0.42857142857142855,0.3333333333333333,0,0,0,0,TCGA-A1-A0SF,histological_type_label,direct,False,
2026-07-22T23:07:59+08:00,49,390,18,0,0.3673469387755102,0.3673469387755102,0.42857142857142855,0.32142857142857145,0,0,0,0,TCGA-A1-A0SF,unrouted,none,False,
2026-07-22T23:09:04+08:00,50,390,19,0,0.38,0.38,0.45454545454545453,0.32142857142857145,0,0,0,0,TCGA-EW-A1P7,histologic_grade_label,direct,True,
2026-07-22T23:09:17+08:00,51,390,20,0,0.39215686274509803,0.39215686274509803,0.4782608695652174,0.32142857142857145,0,0,0,0,TCGA-EW-A1P7,histologic_grade_label,direct,True,
2026-07-22T23:09:24+08:00,52,390,20,0,0.38461538461538464,0.38461538461538464,0.4782608695652174,0.3103448275862069,0,0,0,0,TCGA-EW-A1P7,unrouted,none,False,
2026-07-22T23:09:54+08:00,53,390,20,0,0.37735849056603776,0.37735849056603776,0.4583333333333333,0.3103448275862069,0,0,0,0,TCGA-EW-A1P7,ER_status_label+PR_status_label,direct,False,
2026-07-22T23:10:01+08:00,54,390,20,0,0.37037037037037035,0.37037037037037035,0.4583333333333333,0.3,0,0,0,0,TCGA-EW-A1P7,unrouted,none,False,
2026-07-22T23:10:14+08:00,55,390,20,0,0.36363636363636365,0.36363636363636365,0.4583333333333333,0.2903225806451613,0,0,0,0,TCGA-BH-A0DG,unrouted,none,False,
2026-07-22T23:10:20+08:00,56,390,20,0,0.35714285714285715,0.35714285714285715,0.4583333333333333,0.28125,0,0,0,0,TCGA-BH-A0DG,unrouted,none,False,
2026-07-22T23:11:08+08:00,57,390,21,0,0.3684210526315789,0.3684210526315789,0.48,0.28125,0,0,0,0,TCGA-BH-A0DG,histologic_grade_label,direct,True,
2026-07-22T23:11:54+08:00,58,390,22,0,0.3793103448275862,0.3793103448275862,0.5,0.28125,0,0,0,0,TCGA-BH-A0DG,ER_status_label+PR_status_label+HER2_status_label,direct,True,
2026-07-22T23:12:02+08:00,59,390,22,0,0.3728813559322034,0.3728813559322034,0.5,0.2727272727272727,0,0,0,0,TCGA-BH-A0DG,unrouted,none,False,
2026-07-22T23:12:14+08:00,60,390,23,0,0.38333333333333336,0.38333333333333336,0.5,0.29411764705882354,0,0,0,0,TCGA-BH-A0DD,unrouted,none,True,
2026-07-22T23:12:22+08:00,61,390,23,0,0.3770491803278688,0.3770491803278688,0.5,0.2857142857142857,0,0,0,0,TCGA-BH-A0DD,unrouted,none,False,
2026-07-22T23:13:21+08:00,62,390,24,0,0.3870967741935484,0.3870967741935484,0.5185185185185185,0.2857142857142857,0,0,0,0,TCGA-BH-A0DD,histological_type_label+histologic_grade_label,direct,True,
2026-07-22T23:13:28+08:00,63,390,24,0,0.38095238095238093,0.38095238095238093,0.5185185185185185,0.2777777777777778,0,0,0,0,TCGA-BH-A0DD,unrouted,none,False,
2026-07-22T23:14:34+08:00,64,390,25,0,0.390625,0.390625,0.5357142857142857,0.2777777777777778,0,0,0,0,TCGA-B6-A0IA,histological_type_label,direct,True,
2026-07-22T23:14:39+08:00,65,390,26,0,0.4,0.4,0.5357142857142857,0.2972972972972973,0,0,0,0,TCGA-B6-A0IA,unrouted,none,True,
2026-07-22T23:14:48+08:00,66,390,26,0,0.3939393939393939,0.3939393939393939,0.5357142857142857,0.2894736842105263,0,0,0,0,TCGA-B6-A0IA,unrouted,none,False,
2026-07-22T23:14:55+08:00,67,390,26,0,0.3880597014925373,0.3880597014925373,0.5357142857142857,0.28205128205128205,0,0,0,0,TCGA-B6-A0IA,unrouted,none,False,
2026-07-22T23:15:32+08:00,68,390,27,0,0.39705882352941174,0.39705882352941174,0.5517241379310345,0.28205128205128205,0,0,0,0,TCGA-AC-A2FF,histological_type_label,direct,True,
2026-07-22T23:15:39+08:00,69,390,28,0,0.4057971014492754,0.4057971014492754,0.5517241379310345,0.3,0,0,0,0,TCGA-AC-A2FF,unrouted,none,True,
2026-07-22T23:15:46+08:00,70,390,28,0,0.4,0.4,0.5517241379310345,0.2926829268292683,0,0,0,0,TCGA-AC-A2FF,unrouted,none,False,
2026-07-22T23:15:54+08:00,71,390,29,0,0.4084507042253521,0.4084507042253521,0.5517241379310345,0.30952380952380953,0,0,0,0,TCGA-AC-A2FF,unrouted,none,True,
2026-07-22T23:16:01+08:00,72,390,30,0,0.4166666666666667,0.4166666666666667,0.5517241379310345,0.32558139534883723,0,0,0,0,TCGA-AC-A2FF,unrouted,none,True,
2026-07-22T23:16:09+08:00,73,390,30,0,0.410958904109589,0.410958904109589,0.5517241379310345,0.3181818181818182,0,0,0,0,TCGA-AC-A2FF,unrouted,none,False,
2026-07-22T23:16:56+08:00,74,390,30,0,0.40540540540540543,0.40540540540540543,0.5333333333333333,0.3181818181818182,0,0,0,0,TCGA-AC-A2FG,histological_type_label,direct,False,
2026-07-22T23:17:02+08:00,75,390,30,0,0.4,0.4,0.5333333333333333,0.3111111111111111,0,0,0,0,TCGA-AC-A2FG,unrouted,none,False,
2026-07-22T23:17:10+08:00,76,390,30,0,0.39473684210526316,0.39473684210526316,0.5333333333333333,0.30434782608695654,0,0,0,0,TCGA-AC-A2FG,unrouted,none,False,
2026-07-22T23:17:15+08:00,77,390,30,0,0.38961038961038963,0.38961038961038963,0.5333333333333333,0.2978723404255319,0,0,0,0,TCGA-AC-A2FG,unrouted,none,False,
2026-07-22T23:17:23+08:00,78,390,30,0,0.38461538461538464,0.38461538461538464,0.5333333333333333,0.2916666666666667,0,0,0,0,TCGA-AC-A2FG,unrouted,none,False,
2026-07-22T23:18:13+08:00,79,390,30,0,0.379746835443038,0.379746835443038,0.5161290322580645,0.2916666666666667,0,0,0,0,TCGA-A2-A259,histologic_grade_label,direct,False,
2026-07-22T23:19:13+08:00,80,390,30,0,0.375,0.375,0.5,0.2916666666666667,0,0,0,0,TCGA-A2-A259,HER2_status_label,direct,False,
2026-07-22T23:19:19+08:00,81,390,30,0,0.37037037037037035,0.37037037037037035,0.5,0.2857142857142857,0,0,0,0,TCGA-A2-A259,unrouted,none,False,
2026-07-22T23:20:01+08:00,82,390,31,0,0.3780487804878049,0.3780487804878049,0.5151515151515151,0.2857142857142857,0,0,0,0,TCGA-A2-A259,ER_status_label+PR_status_label,direct,True,
2026-07-22T23:20:19+08:00,83,390,31,0,0.37349397590361444,0.37349397590361444,0.5,0.2857142857142857,0,0,0,0,TCGA-A2-A259,histological_type_label,direct,False,
2026-07-22T23:21:25+08:00,84,390,32,0,0.38095238095238093,0.38095238095238093,0.5142857142857142,0.2857142857142857,0,0,0,0,TCGA-A1-A0SJ,histological_type_label+ductal_binary+lobular_binary+dcis_binary,direct,True,
2026-07-22T23:21:33+08:00,85,390,32,0,0.3764705882352941,0.3764705882352941,0.5142857142857142,0.28,0,0,0,0,TCGA-A1-A0SJ,unrouted,none,False,
2026-07-22T23:21:43+08:00,86,390,32,0,0.37209302325581395,0.37209302325581395,0.5142857142857142,0.27450980392156865,0,0,0,0,TCGA-E9-A1N6,unrouted,none,False,
2026-07-22T23:22:44+08:00,87,390,33,0,0.3793103448275862,0.3793103448275862,0.5277777777777778,0.27450980392156865,0,0,0,0,TCGA-E9-A1N6,histologic_grade_label,direct,True,
2026-07-22T23:23:02+08:00,88,390,34,0,0.38636363636363635,0.38636363636363635,0.5405405405405406,0.27450980392156865,0,0,0,0,TCGA-E9-A1N6,histological_type_label,direct,True,
2026-07-22T23:23:10+08:00,89,390,35,0,0.39325842696629215,0.39325842696629215,0.5405405405405406,0.28846153846153844,0,0,0,0,TCGA-E9-A1N6,unrouted,none,True,
2026-07-22T23:23:17+08:00,90,390,35,0,0.3888888888888889,0.3888888888888889,0.5405405405405406,0.2830188679245283,0,0,0,0,TCGA-E9-A1N6,unrouted,none,False,
2026-07-22T23:23:26+08:00,91,390,36,0,0.3956043956043956,0.3956043956043956,0.5405405405405406,0.2962962962962963,0,0,0,0,TCGA-LL-A5YP,unrouted,none,True,
2026-07-22T23:24:53+08:00,92,390,37,0,0.40217391304347827,0.40217391304347827,0.5526315789473685,0.2962962962962963,0,0,0,0,TCGA-LL-A5YP,histologic_grade_label,direct,True,
2026-07-22T23:25:00+08:00,93,390,37,0,0.3978494623655914,0.3978494623655914,0.5526315789473685,0.2909090909090909,0,0,0,0,TCGA-LL-A5YP,unrouted,none,False,
2026-07-22T23:25:07+08:00,94,390,38,0,0.40425531914893614,0.40425531914893614,0.5526315789473685,0.30357142857142855,0,0,0,0,TCGA-LL-A5YP,unrouted,none,True,
2026-07-22T23:26:07+08:00,95,390,39,0,0.4105263157894737,0.4105263157894737,0.5641025641025641,0.30357142857142855,0,0,0,0,TCGA-AO-A03T,histological_type_label,direct,True,
2026-07-22T23:26:14+08:00,96,390,39,0,0.40625,0.40625,0.5641025641025641,0.2982456140350877,0,0,0,0,TCGA-AO-A03T,unrouted,none,False,
2026-07-22T23:26:21+08:00,97,390,40,0,0.41237113402061853,0.41237113402061853,0.5641025641025641,0.3103448275862069,0,0,0,0,TCGA-AO-A03T,unrouted,none,True,
2026-07-22T23:27:11+08:00,98,390,40,0,0.40816326530612246,0.40816326530612246,0.55,0.3103448275862069,0,0,0,0,TCGA-AO-A03T,ER_status_label+PR_status_label,direct,False,
2026-07-22T23:27:19+08:00,99,390,40,0,0.40404040404040403,0.40404040404040403,0.55,0.3050847457627119,0,0,0,0,TCGA-AO-A03T,unrouted,none,False,
2026-07-22T23:27:27+08:00,100,390,41,0,0.41,0.41,0.55,0.31666666666666665,0,0,0,0,TCGA-AO-A03T,unrouted,none,True,
2026-07-22T23:28:41+08:00,101,390,41,0,0.40594059405940597,0.40594059405940597,0.5365853658536586,0.31666666666666665,0,0,0,0,TCGA-C8-A3M7,histologic_grade_label,direct,False,
2026-07-22T23:28:48+08:00,102,390,41,0,0.4019607843137255,0.4019607843137255,0.5365853658536586,0.3114754098360656,0,0,0,0,TCGA-C8-A3M7,unrouted,none,False,
2026-07-22T23:29:19+08:00,103,390,42,0,0.4077669902912621,0.4077669902912621,0.5476190476190477,0.3114754098360656,0,0,0,0,TCGA-C8-A3M7,histological_type_label,direct,True,
2026-07-22T23:29:25+08:00,104,390,43,0,0.41346153846153844,0.41346153846153844,0.5476190476190477,0.3225806451612903,0,0,0,0,TCGA-C8-A3M7,unrouted,none,True,
2026-07-22T23:29:33+08:00,105,390,43,0,0.4095238095238095,0.4095238095238095,0.5476190476190477,0.31746031746031744,0,0,0,0,TCGA-C8-A3M7,unrouted,none,False,
2026-07-22T23:29:42+08:00,106,390,44,0,0.41509433962264153,0.41509433962264153,0.5476190476190477,0.328125,0,0,0,0,TCGA-E9-A227,unrouted,none,True,
2026-07-22T23:29:51+08:00,107,390,44,0,0.411214953271028,0.411214953271028,0.5476190476190477,0.3230769230769231,0,0,0,0,TCGA-EW-A1IY,unrouted,none,False,
2026-07-22T23:29:57+08:00,108,390,45,0,0.4166666666666667,0.4166666666666667,0.5476190476190477,0.3333333333333333,0,0,0,0,TCGA-EW-A1IY,unrouted,none,True,
2026-07-22T23:30:43+08:00,109,390,45,0,0.41284403669724773,0.41284403669724773,0.5348837209302325,0.3333333333333333,0,0,0,0,TCGA-EW-A1IY,histologic_grade_label,direct,False,
2026-07-22T23:31:41+08:00,110,390,45,0,0.4090909090909091,0.4090909090909091,0.5227272727272727,0.3333333333333333,0,0,0,0,TCGA-EW-A1IY,lymphovascular_invasion_label,direct,False,
2026-07-22T23:31:49+08:00,111,390,45,0,0.40540540540540543,0.40540540540540543,0.5227272727272727,0.3283582089552239,0,0,0,0,TCGA-EW-A1IY,unrouted,none,False,
2026-07-22T23:33:22+08:00,112,390,46,0,0.4107142857142857,0.4107142857142857,0.5333333333333333,0.3283582089552239,0,0,0,0,TCGA-LL-A442,histologic_grade_label,direct,True,
2026-07-22T23:33:29+08:00,113,390,46,0,0.40707964601769914,0.40707964601769914,0.5333333333333333,0.3235294117647059,0,0,0,0,TCGA-LL-A442,unrouted,none,False,
2026-07-22T23:33:35+08:00,114,390,46,0,0.40350877192982454,0.40350877192982454,0.5333333333333333,0.3188405797101449,0,0,0,0,TCGA-LL-A442,unrouted,none,False,
2026-07-22T23:34:28+08:00,115,390,47,0,0.40869565217391307,0.40869565217391307,0.5434782608695652,0.3188405797101449,0,0,0,0,TCGA-LL-A442,histological_type_label,direct,True,
2026-07-22T23:35:07+08:00,116,390,47,0,0.4051724137931034,0.4051724137931034,0.5319148936170213,0.3188405797101449,0,0,0,0,TCGA-LL-A442,ER_status_label+PR_status_label+HER2_status_label,direct,False,
2026-07-22T23:35:15+08:00,117,390,48,0,0.41025641025641024,0.41025641025641024,0.5319148936170213,0.32857142857142857,0,0,0,0,TCGA-EW-A2FW,unrouted,none,True,
2026-07-22T23:36:18+08:00,118,390,48,0,0.4067796610169492,0.4067796610169492,0.5208333333333334,0.32857142857142857,0,0,0,0,TCGA-EW-A2FW,histologic_grade_label,direct,False,
2026-07-22T23:36:25+08:00,119,390,48,0,0.40336134453781514,0.40336134453781514,0.5208333333333334,0.323943661971831,0,0,0,0,TCGA-EW-A2FW,unrouted,none,False,
2026-07-22T23:36:31+08:00,120,390,48,0,0.4,0.4,0.5208333333333334,0.3194444444444444,0,0,0,0,TCGA-EW-A2FW,unrouted,none,False,
2026-07-22T23:37:38+08:00,121,390,49,0,0.4049586776859504,0.4049586776859504,0.5306122448979592,0.3194444444444444,0,0,0,0,TCGA-EW-A2FW,HER2_status_label,direct,True,
2026-07-22T23:37:48+08:00,122,390,49,0,0.4016393442622951,0.4016393442622951,0.5306122448979592,0.3150684931506849,0,0,0,0,TCGA-E2-A105,unrouted,none,False,
2026-07-22T23:38:57+08:00,123,390,49,0,0.3983739837398374,0.3983739837398374,0.52,0.3150684931506849,0,0,0,0,TCGA-E2-A105,histological_type_label,direct,False,
2026-07-22T23:39:05+08:00,124,390,49,0,0.3951612903225806,0.3951612903225806,0.52,0.3108108108108108,0,0,0,0,TCGA-E2-A105,unrouted,none,False,
2026-07-22T23:39:14+08:00,125,390,49,0,0.392,0.392,0.52,0.30666666666666664,0,0,0,0,TCGA-AR-A255,unrouted,none,False,
2026-07-22T23:39:24+08:00,126,390,49,0,0.3888888888888889,0.3888888888888889,0.52,0.3026315789473684,0,0,0,0,TCGA-A2-A0EW,unrouted,none,False,
2026-07-22T23:39:30+08:00,127,390,49,0,0.3858267716535433,0.3858267716535433,0.52,0.2987012987012987,0,0,0,0,TCGA-A2-A0EW,unrouted,none,False,
2026-07-22T23:40:15+08:00,128,390,49,0,0.3828125,0.3828125,0.5098039215686274,0.2987012987012987,0,0,0,0,TCGA-A2-A0EW,ER_status_label+PR_status_label+HER2_status_label,direct,False,
2026-07-22T23:40:25+08:00,129,390,50,0,0.3875968992248062,0.3875968992248062,0.5098039215686274,0.3076923076923077,0,0,0,0,TCGA-A8-A08R,unrouted,none,True,
2026-07-22T23:40:32+08:00,130,390,50,0,0.38461538461538464,0.38461538461538464,0.5098039215686274,0.3037974683544304,0,0,0,0,TCGA-A8-A08R,unrouted,none,False,
2026-07-22T23:41:10+08:00,131,390,51,0,0.3893129770992366,0.3893129770992366,0.5192307692307693,0.3037974683544304,0,0,0,0,TCGA-A8-A08R,histological_type_label,direct,True,
2026-07-22T23:41:48+08:00,132,390,51,0,0.38636363636363635,0.38636363636363635,0.5094339622641509,0.3037974683544304,0,0,0,0,TCGA-A8-A08R,lymphovascular_invasion_label,direct,False,
2026-07-22T23:42:27+08:00,133,390,52,0,0.39097744360902253,0.39097744360902253,0.5185185185185185,0.3037974683544304,0,0,0,0,TCGA-A8-A08R,histologic_grade_label,direct,True,
2026-07-22T23:42:38+08:00,134,390,53,0,0.39552238805970147,0.39552238805970147,0.5185185185185185,0.3125,0,0,0,0,TCGA-BH-A0HL,unrouted,none,True,
2026-07-22T23:42:46+08:00,135,390,53,0,0.3925925925925926,0.3925925925925926,0.5185185185185185,0.30864197530864196,0,0,0,0,TCGA-BH-A0HL,unrouted,none,False,
2026-07-22T23:42:54+08:00,136,390,54,0,0.39705882352941174,0.39705882352941174,0.5185185185185185,0.3170731707317073,0,0,0,0,TCGA-BH-A0HL,unrouted,none,True,
2026-07-22T23:43:00+08:00,137,390,54,0,0.39416058394160586,0.39416058394160586,0.5185185185185185,0.3132530120481928,0,0,0,0,TCGA-BH-A0HL,unrouted,none,False,
2026-07-22T23:43:06+08:00,138,390,54,0,0.391304347826087,0.391304347826087,0.5185185185185185,0.30952380952380953,0,0,0,0,TCGA-BH-A0HL,unrouted,none,False,
2026-07-22T23:43:16+08:00,139,390,55,0,0.39568345323741005,0.39568345323741005,0.5185185185185185,0.3176470588235294,0,0,0,0,TCGA-E2-A15E,unrouted,none,True,
2026-07-22T23:44:53+08:00,140,390,56,0,0.4,0.4,0.5272727272727272,0.3176470588235294,0,0,0,0,TCGA-E2-A15E,histologic_grade_label,direct,True,
2026-07-22T23:45:01+08:00,141,390,56,0,0.3971631205673759,0.3971631205673759,0.5272727272727272,0.313953488372093,0,0,0,0,TCGA-E2-A15E,unrouted,none,False,
2026-07-22T23:45:08+08:00,142,390,56,0,0.39436619718309857,0.39436619718309857,0.5272727272727272,0.3103448275862069,0,0,0,0,TCGA-E2-A15E,unrouted,none,False,
2026-07-22T23:45:17+08:00,143,390,56,0,0.3916083916083916,0.3916083916083916,0.5272727272727272,0.3068181818181818,0,0,0,0,TCGA-B6-A0WV,unrouted,none,False,
2026-07-22T23:46:17+08:00,144,390,56,0,0.3888888888888889,0.3888888888888889,0.5178571428571429,0.3068181818181818,0,0,0,0,TCGA-B6-A0WV,histologic_grade_label,direct,False,
2026-07-22T23:46:24+08:00,145,390,56,0,0.38620689655172413,0.38620689655172413,0.5178571428571429,0.30337078651685395,0,0,0,0,TCGA-B6-A0WV,unrouted,none,False,
2026-07-22T23:47:28+08:00,146,390,56,0,0.3835616438356164,0.3835616438356164,0.5087719298245614,0.30337078651685395,0,0,0,0,TCGA-B6-A0WV,histological_type_label,direct,False,
2026-07-22T23:48:17+08:00,147,390,57,0,0.3877551020408163,0.3877551020408163,0.5172413793103449,0.30337078651685395,0,0,0,0,TCGA-B6-A0WV,lymphovascular_invasion_label,direct,True,
2026-07-22T23:49:37+08:00,148,390,58,0,0.3918918918918919,0.3918918918918919,0.5254237288135594,0.30337078651685395,0,0,0,0,TCGA-E9-A1RA,histological_type_label,direct,True,
2026-07-22T23:49:43+08:00,149,390,58,0,0.38926174496644295,0.38926174496644295,0.5254237288135594,0.3,0,0,0,0,TCGA-E9-A1RA,unrouted,none,False,
2026-07-22T23:49:50+08:00,150,390,58,0,0.38666666666666666,0.38666666666666666,0.5254237288135594,0.2967032967032967,0,0,0,0,TCGA-E9-A1RA,unrouted,none,False,
2026-07-22T23:49:56+08:00,151,390,59,0,0.39072847682119205,0.39072847682119205,0.5254237288135594,0.30434782608695654,0,0,0,0,TCGA-E9-A1RA,unrouted,none,True,
2026-07-22T23:50:07+08:00,152,390,60,0,0.39473684210526316,0.39473684210526316,0.5254237288135594,0.3118279569892473,0,0,0,0,TCGA-BH-A0BT,unrouted,none,True,
