updated_at,processed,selected_total,correct,errors,accuracy,accuracy_scorable,supported_accuracy,unsupported_accuracy,json_parse_failures,answers_outside_choices,multifield_incomplete,structured_overrides,case_id,task,task_match,last_correct,last_error
2026-08-11T01:09:39+08:00,29,390,2,0,0.06896551724137931,0.2857142857142857,0.3333333333333333,0.0,0,0,0,4,TCGA-BH-A0BV,histological_type_label,direct,True,
2026-08-11T01:09:41+08:00,30,390,2,0,0.06666666666666667,0.2857142857142857,0.3333333333333333,0.0,0,0,0,4,TCGA-BH-A202,unrouted,none,False,
2026-08-11T01:09:44+08:00,31,390,2,0,0.06451612903225806,0.2857142857142857,0.3333333333333333,0.0,0,0,0,4,TCGA-BH-A202,unrouted,none,False,
2026-08-11T01:10:00+08:00,32,390,2,0,0.0625,0.2857142857142857,0.3333333333333333,0.0,0,0,0,4,TCGA-BH-A202,unrouted,none,False,
2026-08-11T01:10:02+08:00,33,390,2,0,0.06060606060606061,0.2857142857142857,0.3333333333333333,0.0,0,0,0,4,TCGA-BH-A202,unrouted,none,False,
2026-08-11T01:10:21+08:00,34,390,3,0,0.08823529411764706,0.375,0.42857142857142855,0.0,0,0,0,4,TCGA-BH-A202,histological_type_label,direct,True,
2026-08-11T01:10:41+08:00,35,390,3,0,0.08571428571428572,0.3333333333333333,0.375,0.0,0,0,0,4,TCGA-BH-A202,lymphovascular_invasion_label,direct,False,
2026-08-11T01:10:51+08:00,36,390,3,0,0.08333333333333333,0.3333333333333333,0.375,0.0,0,0,0,4,TCGA-AR-A0U3,unrouted,none,False,
2026-08-11T01:10:54+08:00,37,390,3,0,0.08108108108108109,0.3333333333333333,0.375,0.0,0,0,0,4,TCGA-AR-A0U3,unrouted,none,False,
2026-08-11T01:10:56+08:00,38,390,3,0,0.07894736842105263,0.3333333333333333,0.375,0.0,0,0,0,4,TCGA-AR-A0U3,unrouted,none,False,
2026-08-11T01:10:58+08:00,39,390,3,0,0.07692307692307693,0.3333333333333333,0.375,0.0,0,0,0,4,TCGA-AR-A0U3,unrouted,none,False,
2026-08-11T01:11:22+08:00,40,390,4,0,0.1,0.4,0.4444444444444444,0.0,0,0,0,4,TCGA-AR-A0U3,histological_type_label,direct,True,
2026-08-11T01:11:33+08:00,41,390,4,0,0.0975609756097561,0.4,0.4444444444444444,0.0,0,0,0,4,TCGA-AO-A0JE,unrouted,none,False,
2026-08-11T01:11:43+08:00,42,390,4,0,0.09523809523809523,0.4,0.4444444444444444,0.0,0,0,0,4,TCGA-AO-A0JE,unrouted,none,False,
2026-08-11T01:12:01+08:00,43,390,5,0,0.11627906976744186,0.45454545454545453,0.5,0.0,0,0,0,4,TCGA-AO-A0JE,histologic_grade_label,direct,True,
2026-08-11T01:12:19+08:00,44,390,5,0,0.11363636363636363,0.4166666666666667,0.45454545454545453,0.0,0,0,0,4,TCGA-AO-A0JE,histological_type_label,partial,False,
2026-08-11T01:12:22+08:00,45,390,5,0,0.1111111111111111,0.4166666666666667,0.45454545454545453,0.0,0,0,0,4,TCGA-A1-A0SF,unrouted,none,False,
2026-08-11T01:12:32+08:00,46,390,5,0,0.10869565217391304,0.4166666666666667,0.45454545454545453,0.0,0,0,0,4,TCGA-A1-A0SF,unrouted,none,False,
2026-08-11T01:12:43+08:00,47,390,5,0,0.10638297872340426,0.4166666666666667,0.45454545454545453,0.0,0,0,0,4,TCGA-A1-A0SF,unrouted,none,False,
2026-08-11T01:13:02+08:00,48,390,6,0,0.125,0.46153846153846156,0.5,0.0,0,0,0,4,TCGA-A1-A0SF,histologic_grade_label,direct,True,
2026-08-11T01:13:18+08:00,49,390,6,0,0.12244897959183673,0.42857142857142855,0.46153846153846156,0.0,0,0,0,4,TCGA-A1-A0SF,histological_type_label,direct,False,
2026-08-11T01:13:21+08:00,50,390,6,0,0.12,0.42857142857142855,0.46153846153846156,0.0,0,0,0,4,TCGA-EW-A1P7,unrouted,none,False,
2026-08-11T01:13:31+08:00,51,390,6,0,0.11764705882352941,0.42857142857142855,0.46153846153846156,0.0,0,0,0,4,TCGA-EW-A1P7,unrouted,none,False,
2026-08-11T01:13:34+08:00,52,390,6,0,0.11538461538461539,0.42857142857142855,0.46153846153846156,0.0,0,0,0,4,TCGA-EW-A1P7,unrouted,none,False,
2026-08-11T01:13:36+08:00,53,390,6,0,0.11320754716981132,0.42857142857142855,0.46153846153846156,0.0,0,0,0,4,TCGA-EW-A1P7,unrouted,none,False,
2026-08-11T01:13:56+08:00,54,390,7,0,0.12962962962962962,0.4666666666666667,0.5,0.0,0,0,0,4,TCGA-EW-A1P7,histologic_grade_label,direct,True,
2026-08-11T01:13:58+08:00,55,390,7,0,0.12727272727272726,0.4666666666666667,0.5,0.0,0,0,0,4,TCGA-BH-A0DG,unrouted,none,False,
2026-08-11T01:14:01+08:00,56,390,7,0,0.125,0.4666666666666667,0.5,0.0,0,0,0,4,TCGA-BH-A0DG,unrouted,none,False,
2026-08-11T01:14:49+08:00,57,390,8,0,0.14035087719298245,0.5,0.5333333333333333,0.0,0,0,0,4,TCGA-BH-A0DG,histologic_grade_label+nottingham_total_score,direct,True,
2026-08-11T01:15:17+08:00,58,390,9,0,0.15517241379310345,0.5294117647058824,0.5625,0.0,0,0,0,4,TCGA-BH-A0DG,ER_status_label+PR_status_label+HER2_status_label,direct,True,
2026-08-11T01:15:30+08:00,59,390,9,0,0.15254237288135594,0.5,0.5625,0.0,0,0,0,4,TCGA-BH-A0DG,unrouted,none,False,
2026-08-11T01:15:33+08:00,60,390,9,0,0.15,0.5,0.5625,0.0,0,0,0,4,TCGA-BH-A0DD,unrouted,none,False,
2026-08-11T01:15:36+08:00,61,390,9,0,0.14754098360655737,0.5,0.5625,0.0,0,0,0,4,TCGA-BH-A0DD,unrouted,none,False,
2026-08-11T01:15:47+08:00,62,390,9,0,0.14516129032258066,0.5,0.5625,0.0,0,0,0,4,TCGA-BH-A0DD,unrouted,none,False,
2026-08-11T01:16:10+08:00,63,390,10,0,0.15873015873015872,0.5263157894736842,0.5882352941176471,0.0,0,0,0,4,TCGA-BH-A0DD,histological_type_label+histologic_grade_label,direct,True,
2026-08-11T01:16:21+08:00,64,390,10,0,0.15625,0.5263157894736842,0.5882352941176471,0.0,0,0,0,4,TCGA-B6-A0IA,unrouted,none,False,
2026-08-11T01:16:24+08:00,65,390,10,0,0.15384615384615385,0.5263157894736842,0.5882352941176471,0.0,0,0,0,4,TCGA-B6-A0IA,unrouted,none,False,
2026-08-11T01:16:26+08:00,66,390,10,0,0.15151515151515152,0.5263157894736842,0.5882352941176471,0.0,0,0,0,4,TCGA-B6-A0IA,unrouted,none,False,
2026-08-11T01:16:49+08:00,67,390,11,0,0.16417910447761194,0.55,0.6111111111111112,0.0,0,0,0,4,TCGA-B6-A0IA,histological_type_label,direct,True,
2026-08-11T01:16:59+08:00,68,390,11,0,0.16176470588235295,0.55,0.6111111111111112,0.0,0,0,0,4,TCGA-AC-A2FF,unrouted,none,False,
2026-08-11T01:17:01+08:00,69,390,11,0,0.15942028985507245,0.55,0.6111111111111112,0.0,0,0,0,4,TCGA-AC-A2FF,unrouted,none,False,
2026-08-11T01:17:04+08:00,70,390,11,0,0.15714285714285714,0.55,0.6111111111111112,0.0,0,0,0,4,TCGA-AC-A2FF,unrouted,none,False,
2026-08-11T01:17:06+08:00,71,390,11,0,0.15492957746478872,0.55,0.6111111111111112,0.0,0,0,0,4,TCGA-AC-A2FF,unrouted,none,False,
2026-08-11T01:17:09+08:00,72,390,11,0,0.1527777777777778,0.55,0.6111111111111112,0.0,0,0,0,4,TCGA-AC-A2FF,unrouted,none,False,
2026-08-11T01:17:29+08:00,73,390,12,0,0.1643835616438356,0.5714285714285714,0.631578947368421,0.0,0,0,0,4,TCGA-AC-A2FF,histological_type_label,direct,True,
2026-08-11T01:17:38+08:00,74,390,12,0,0.16216216216216217,0.5714285714285714,0.631578947368421,0.0,0,0,0,4,TCGA-AC-A2FG,unrouted,none,False,
2026-08-11T01:17:41+08:00,75,390,12,0,0.16,0.5714285714285714,0.631578947368421,0.0,0,0,0,4,TCGA-AC-A2FG,unrouted,none,False,
2026-08-11T01:17:44+08:00,76,390,12,0,0.15789473684210525,0.5714285714285714,0.631578947368421,0.0,0,0,0,4,TCGA-AC-A2FG,unrouted,none,False,
2026-08-11T01:17:47+08:00,77,390,12,0,0.15584415584415584,0.5714285714285714,0.631578947368421,0.0,0,0,0,4,TCGA-AC-A2FG,unrouted,none,False,
2026-08-11T01:18:07+08:00,78,390,12,0,0.15384615384615385,0.5454545454545454,0.6,0.0,0,0,0,5,TCGA-AC-A2FG,histological_type_label,direct,False,
2026-08-11T01:18:18+08:00,79,390,12,0,0.1518987341772152,0.5454545454545454,0.6,0.0,0,0,0,5,TCGA-A2-A259,unrouted,none,False,
2026-08-11T01:18:20+08:00,80,390,12,0,0.15,0.5454545454545454,0.6,0.0,0,0,0,5,TCGA-A2-A259,unrouted,none,False,
2026-08-11T01:18:22+08:00,81,390,12,0,0.14814814814814814,0.5454545454545454,0.6,0.0,0,0,0,5,TCGA-A2-A259,unrouted,none,False,
2026-08-11T01:18:26+08:00,82,390,12,0,0.14634146341463414,0.5454545454545454,0.6,0.0,0,0,0,5,TCGA-A2-A259,unrouted,none,False,
2026-08-11T01:18:46+08:00,83,390,12,0,0.14457831325301204,0.5217391304347826,0.5714285714285714,0.0,0,0,0,6,TCGA-A2-A259,histologic_grade_label,partial,False,
2026-08-11T01:18:59+08:00,84,390,12,0,0.14285714285714285,0.5217391304347826,0.5714285714285714,0.0,0,0,0,6,TCGA-A1-A0SJ,unrouted,none,False,
2026-08-11T01:19:22+08:00,85,390,13,0,0.15294117647058825,0.5416666666666666,0.5909090909090909,0.0,0,0,0,6,TCGA-A1-A0SJ,histological_type_label+ductal_binary+lobular_binary+dcis_binary,direct,True,
2026-08-11T01:19:25+08:00,86,390,13,0,0.1511627906976744,0.5416666666666666,0.5909090909090909,0.0,0,0,0,6,TCGA-E9-A1N6,unrouted,none,False,
2026-08-11T01:19:42+08:00,87,390,13,0,0.14942528735632185,0.5416666666666666,0.5909090909090909,0.0,0,0,0,6,TCGA-E9-A1N6,unrouted,none,False,
2026-08-11T01:19:44+08:00,88,390,13,0,0.14772727272727273,0.5416666666666666,0.5909090909090909,0.0,0,0,0,6,TCGA-E9-A1N6,unrouted,none,False,
2026-08-11T01:20:05+08:00,89,390,14,0,0.15730337078651685,0.56,0.6086956521739131,0.0,0,0,0,6,TCGA-E9-A1N6,histologic_grade_label,direct,True,
2026-08-11T01:20:18+08:00,90,390,15,0,0.16666666666666666,0.5769230769230769,0.625,0.0,0,0,0,6,TCGA-E9-A1N6,histological_type_label,direct,True,
2026-08-11T01:20:20+08:00,91,390,15,0,0.16483516483516483,0.5769230769230769,0.625,0.0,0,0,0,6,TCGA-LL-A5YP,unrouted,none,False,
2026-08-11T01:20:32+08:00,92,390,15,0,0.16304347826086957,0.5769230769230769,0.625,0.0,0,0,0,6,TCGA-LL-A5YP,unrouted,none,False,
2026-08-11T01:20:35+08:00,93,390,15,0,0.16129032258064516,0.5769230769230769,0.625,0.0,0,0,0,6,TCGA-LL-A5YP,unrouted,none,False,
2026-08-11T01:20:56+08:00,94,390,16,0,0.1702127659574468,0.5925925925925926,0.64,0.0,0,0,0,6,TCGA-LL-A5YP,histologic_grade_label,partial,True,
2026-08-11T01:21:07+08:00,95,390,16,0,0.16842105263157894,0.5925925925925926,0.64,0.0,0,0,0,6,TCGA-AO-A03T,unrouted,none,False,
2026-08-11T01:21:17+08:00,96,390,16,0,0.16666666666666666,0.5925925925925926,0.64,0.0,0,0,0,6,TCGA-AO-A03T,unrouted,none,False,
2026-08-11T01:21:20+08:00,97,390,16,0,0.16494845360824742,0.5925925925925926,0.64,0.0,0,0,0,6,TCGA-AO-A03T,unrouted,none,False,
2026-08-11T01:21:23+08:00,98,390,16,0,0.16326530612244897,0.5925925925925926,0.64,0.0,0,0,0,6,TCGA-AO-A03T,unrouted,none,False,
2026-08-11T01:21:42+08:00,99,390,17,0,0.1717171717171717,0.6071428571428571,0.6538461538461539,0.0,0,0,0,6,TCGA-AO-A03T,histological_type_label,direct,True,
2026-08-11T01:22:00+08:00,100,390,17,0,0.17,0.5862068965517241,0.6296296296296297,0.0,0,0,0,6,TCGA-AO-A03T,histological_type_label,direct,False,
2026-08-11T01:22:10+08:00,101,390,17,0,0.16831683168316833,0.5862068965517241,0.6296296296296297,0.0,0,0,0,6,TCGA-C8-A3M7,unrouted,none,False,
2026-08-11T01:22:20+08:00,102,390,17,0,0.16666666666666666,0.5862068965517241,0.6296296296296297,0.0,0,0,0,6,TCGA-C8-A3M7,unrouted,none,False,
2026-08-11T01:22:22+08:00,103,390,17,0,0.1650485436893204,0.5862068965517241,0.6296296296296297,0.0,0,0,0,6,TCGA-C8-A3M7,unrouted,none,False,
2026-08-11T01:22:43+08:00,104,390,17,0,0.16346153846153846,0.5666666666666667,0.6071428571428571,0.0,0,0,0,6,TCGA-C8-A3M7,histologic_grade_label,partial,False,
2026-08-11T01:23:02+08:00,105,390,18,0,0.17142857142857143,0.5806451612903226,0.6206896551724138,0.0,0,0,0,6,TCGA-C8-A3M7,histological_type_label,direct,True,
2026-08-11T01:23:04+08:00,106,390,18,0,0.16981132075471697,0.5806451612903226,0.6206896551724138,0.0,0,0,0,6,TCGA-E9-A227,unrouted,none,False,
2026-08-11T01:23:07+08:00,107,390,18,0,0.16822429906542055,0.5806451612903226,0.6206896551724138,0.0,0,0,0,6,TCGA-EW-A1IY,unrouted,none,False,
2026-08-11T01:23:10+08:00,108,390,18,0,0.16666666666666666,0.5806451612903226,0.6206896551724138,0.0,0,0,0,6,TCGA-EW-A1IY,unrouted,none,False,
2026-08-11T01:23:27+08:00,109,390,18,0,0.1651376146788991,0.5806451612903226,0.6206896551724138,0.0,0,0,0,6,TCGA-EW-A1IY,unrouted,none,False,
2026-08-11T01:23:45+08:00,110,390,18,0,0.16363636363636364,0.5625,0.6,0.0,0,0,0,6,TCGA-EW-A1IY,histologic_grade_label,direct,False,
2026-08-11T01:24:05+08:00,111,390,19,0,0.17117117117117117,0.5757575757575758,0.6129032258064516,0.0,0,0,0,7,TCGA-EW-A1IY,lymphovascular_invasion_label,direct,True,
2026-08-11T01:24:22+08:00,112,390,19,0,0.16964285714285715,0.5757575757575758,0.6129032258064516,0.0,0,0,0,7,TCGA-LL-A442,unrouted,none,False,
2026-08-11T01:24:32+08:00,113,390,19,0,0.168141592920354,0.5757575757575758,0.6129032258064516,0.0,0,0,0,7,TCGA-LL-A442,unrouted,none,False,
2026-08-11T01:24:54+08:00,114,390,20,0,0.17543859649122806,0.5882352941176471,0.625,0.0,0,0,0,7,TCGA-LL-A442,histologic_grade_label,direct,True,
2026-08-11T01:24:56+08:00,115,390,20,0,0.17391304347826086,0.5714285714285714,0.625,0.0,0,0,0,7,TCGA-LL-A442,unrouted,none,False,
2026-08-11T01:25:13+08:00,116,390,21,0,0.1810344827586207,0.5833333333333334,0.6363636363636364,0.0,0,0,0,7,TCGA-LL-A442,histological_type_label,direct,True,
2026-08-11T01:25:16+08:00,117,390,21,0,0.1794871794871795,0.5833333333333334,0.6363636363636364,0.0,0,0,0,7,TCGA-EW-A2FW,unrouted,none,False,
2026-08-11T01:25:28+08:00,118,390,21,0,0.17796610169491525,0.5833333333333334,0.6363636363636364,0.0,0,0,0,7,TCGA-EW-A2FW,unrouted,none,False,
2026-08-11T01:25:30+08:00,119,390,21,0,0.17647058823529413,0.5833333333333334,0.6363636363636364,0.0,0,0,0,7,TCGA-EW-A2FW,unrouted,none,False,
2026-08-11T01:25:56+08:00,120,390,21,0,0.175,0.5675675675675675,0.6176470588235294,0.0,0,0,0,7,TCGA-EW-A2FW,histologic_grade_label,partial,False,
2026-08-11T01:26:18+08:00,121,390,22,0,0.18181818181818182,0.5789473684210527,0.6285714285714286,0.0,0,0,0,7,TCGA-EW-A2FW,HER2_status_label,direct,True,
2026-08-11T01:26:20+08:00,122,390,22,0,0.18032786885245902,0.5789473684210527,0.6285714285714286,0.0,0,0,0,7,TCGA-E2-A105,unrouted,none,False,
2026-08-11T01:26:31+08:00,123,390,22,0,0.17886178861788618,0.5789473684210527,0.6285714285714286,0.0,0,0,0,7,TCGA-E2-A105,unrouted,none,False,
2026-08-11T01:26:54+08:00,124,390,22,0,0.1774193548387097,0.5641025641025641,0.6111111111111112,0.0,0,0,0,7,TCGA-E2-A105,histological_type_label,direct,False,
2026-08-11T01:26:56+08:00,125,390,22,0,0.176,0.5641025641025641,0.6111111111111112,0.0,0,0,0,7,TCGA-AR-A255,unrouted,none,False,
2026-08-11T01:26:59+08:00,126,390,22,0,0.1746031746031746,0.5641025641025641,0.6111111111111112,0.0,0,0,0,7,TCGA-A2-A0EW,unrouted,none,False,
2026-08-11T01:27:01+08:00,127,390,22,0,0.1732283464566929,0.5641025641025641,0.6111111111111112,0.0,0,0,0,7,TCGA-A2-A0EW,unrouted,none,False,
2026-08-11T01:27:04+08:00,128,390,22,0,0.171875,0.5641025641025641,0.6111111111111112,0.0,0,0,0,7,TCGA-A2-A0EW,unrouted,none,False,
2026-08-11T01:27:06+08:00,129,390,22,0,0.17054263565891473,0.5641025641025641,0.6111111111111112,0.0,0,0,0,7,TCGA-A8-A08R,unrouted,none,False,
2026-08-11T01:27:09+08:00,130,390,22,0,0.16923076923076924,0.5641025641025641,0.6111111111111112,0.0,0,0,0,7,TCGA-A8-A08R,unrouted,none,False,
2026-08-11T01:27:51+08:00,131,390,23,0,0.17557251908396945,0.575,0.6216216216216216,0.0,0,0,0,7,TCGA-A8-A08R,histological_type_label,direct,True,
2026-08-11T01:28:17+08:00,132,390,23,0,0.17424242424242425,0.5609756097560976,0.6052631578947368,0.0,0,0,0,7,TCGA-A8-A08R,lymphovascular_invasion_label,partial,False,
2026-08-11T01:28:35+08:00,133,390,24,0,0.18045112781954886,0.5714285714285714,0.6153846153846154,0.0,0,0,0,7,TCGA-A8-A08R,histologic_grade_label,partial,True,
2026-08-11T01:28:37+08:00,134,390,24,0,0.1791044776119403,0.5714285714285714,0.6153846153846154,0.0,0,0,0,7,TCGA-BH-A0HL,unrouted,none,False,
2026-08-11T01:28:49+08:00,135,390,24,0,0.17777777777777778,0.5714285714285714,0.6153846153846154,0.0,0,0,0,7,TCGA-BH-A0HL,unrouted,none,False,
2026-08-11T01:28:52+08:00,136,390,24,0,0.17647058823529413,0.5714285714285714,0.6153846153846154,0.0,0,0,0,7,TCGA-BH-A0HL,unrouted,none,False,
2026-08-11T01:28:54+08:00,137,390,24,0,0.17518248175182483,0.5714285714285714,0.6153846153846154,0.0,0,0,0,7,TCGA-BH-A0HL,unrouted,none,False,
2026-08-11T01:29:17+08:00,138,390,24,0,0.17391304347826086,0.5581395348837209,0.6,0.0,0,0,0,7,TCGA-BH-A0HL,histological_type_label,partial,False,
2026-08-11T01:29:19+08:00,139,390,24,0,0.17266187050359713,0.5581395348837209,0.6,0.0,0,0,0,7,TCGA-E2-A15E,unrouted,none,False,
2026-08-11T01:29:38+08:00,140,390,24,0,0.17142857142857143,0.5581395348837209,0.6,0.0,0,0,0,7,TCGA-E2-A15E,unrouted,none,False,
2026-08-11T01:30:00+08:00,141,390,25,0,0.1773049645390071,0.5681818181818182,0.6097560975609756,0.0,0,0,0,7,TCGA-E2-A15E,histologic_grade_label,direct,True,
2026-08-11T01:30:22+08:00,142,390,25,0,0.176056338028169,0.5555555555555556,0.5952380952380952,0.0,0,0,0,8,TCGA-E2-A15E,necrosis_binary+comedonecrosis_binary,direct,False,
2026-08-11T01:30:24+08:00,143,390,25,0,0.17482517482517482,0.5555555555555556,0.5952380952380952,0.0,0,0,0,8,TCGA-B6-A0WV,unrouted,none,False,
2026-08-11T01:30:34+08:00,144,390,25,0,0.1736111111111111,0.5555555555555556,0.5952380952380952,0.0,0,0,0,8,TCGA-B6-A0WV,unrouted,none,False,
2026-08-11T01:31:10+08:00,145,390,25,0,0.1724137931034483,0.5434782608695652,0.5813953488372093,0.0,0,0,0,9,TCGA-B6-A0WV,histologic_grade_label,direct,False,
2026-08-11T01:31:29+08:00,146,390,25,0,0.17123287671232876,0.5319148936170213,0.5681818181818182,0.0,0,0,0,9,TCGA-B6-A0WV,histological_type_label,direct,False,
2026-08-11T01:31:46+08:00,147,390,26,0,0.17687074829931973,0.5416666666666666,0.5777777777777777,0.0,0,0,0,9,TCGA-B6-A0WV,lymphovascular_invasion_label,direct,True,
2026-08-11T01:31:56+08:00,148,390,26,0,0.17567567567567569,0.5416666666666666,0.5777777777777777,0.0,0,0,0,9,TCGA-E9-A1RA,unrouted,none,False,
2026-08-11T01:31:59+08:00,149,390,26,0,0.174496644295302,0.5416666666666666,0.5777777777777777,0.0,0,0,0,9,TCGA-E9-A1RA,unrouted,none,False,
2026-08-11T01:32:01+08:00,150,390,26,0,0.17333333333333334,0.5416666666666666,0.5777777777777777,0.0,0,0,0,9,TCGA-E9-A1RA,unrouted,none,False,
2026-08-11T01:32:25+08:00,151,390,26,0,0.17218543046357615,0.5306122448979592,0.5652173913043478,0.0,0,0,0,10,TCGA-E9-A1RA,histological_type_label,direct,False,
2026-08-11T01:32:28+08:00,152,390,26,0,0.17105263157894737,0.5306122448979592,0.5652173913043478,0.0,0,0,0,10,TCGA-BH-A0BT,unrouted,none,False,
2026-08-11T01:32:31+08:00,153,390,26,0,0.16993464052287582,0.5306122448979592,0.5652173913043478,0.0,0,0,0,10,TCGA-BH-A0BT,unrouted,none,False,
2026-08-11T01:32:59+08:00,154,390,26,0,0.16883116883116883,0.5306122448979592,0.5652173913043478,0.0,0,0,0,10,TCGA-BH-A0HX,unrouted,none,False,
2026-08-11T01:33:19+08:00,155,390,26,0,0.16774193548387098,0.52,0.5531914893617021,0.0,0,0,0,10,TCGA-BH-A0HX,histologic_grade_label,direct,False,
2026-08-11T01:33:37+08:00,156,390,26,0,0.16666666666666666,0.5098039215686274,0.5416666666666666,0.0,0,0,0,10,TCGA-BH-A0HX,ER_status_label+PR_status_label,direct,False,
2026-08-11T01:33:54+08:00,157,390,27,0,0.17197452229299362,0.5192307692307693,0.5510204081632653,0.0,0,0,0,10,TCGA-BH-A0HX,histologic_grade_label,partial,True,
2026-08-11T01:33:57+08:00,158,390,27,0,0.17088607594936708,0.5192307692307693,0.5510204081632653,0.0,0,0,0,10,TCGA-A8-A08Z,unrouted,none,False,
2026-08-11T01:33:59+08:00,159,390,27,0,0.16981132075471697,0.5192307692307693,0.5510204081632653,0.0,0,0,0,10,TCGA-A8-A08Z,unrouted,none,False,
2026-08-11T01:34:02+08:00,160,390,27,0,0.16875,0.5192307692307693,0.5510204081632653,0.0,0,0,0,10,TCGA-A8-A08Z,unrouted,none,False,
2026-08-11T01:34:13+08:00,161,390,27,0,0.16770186335403728,0.5094339622641509,0.5510204081632653,0.0,0,0,0,10,TCGA-A8-A08Z,unrouted,none,False,
2026-08-11T01:34:16+08:00,162,390,27,0,0.16666666666666666,0.5094339622641509,0.5510204081632653,0.0,0,0,0,10,TCGA-D8-A1JL,unrouted,none,False,
