updated_at,processed,selected_total,correct,errors,accuracy,accuracy_scorable,supported_accuracy,unsupported_accuracy,json_parse_failures,answers_outside_choices,multifield_incomplete,structured_overrides,case_id,task,task_match,last_correct,last_error
2026-08-10T21:46:09+08:00,38,390,14,0,0.3684210526315789,0.3684210526315789,0.47619047619047616,0.23529411764705882,1,0,0,4,TCGA-AR-A0U3,ajcc_pathologic_stage,direct,False,
2026-08-10T21:46:16+08:00,39,390,15,0,0.38461538461538464,0.38461538461538464,0.47619047619047616,0.2777777777777778,1,0,0,4,TCGA-AR-A0U3,unrouted,none,True,
2026-08-10T21:46:50+08:00,40,390,16,0,0.4,0.4,0.5,0.2777777777777778,1,0,0,4,TCGA-AR-A0U3,ER_status_label,partial,True,
2026-08-10T21:47:22+08:00,41,390,17,0,0.4146341463414634,0.4146341463414634,0.5217391304347826,0.2777777777777778,1,0,0,4,TCGA-AO-A0JE,histologic_grade_label,direct,True,
2026-08-10T21:47:48+08:00,42,390,18,0,0.42857142857142855,0.42857142857142855,0.5416666666666666,0.2777777777777778,1,0,0,4,TCGA-AO-A0JE,lymphovascular_invasion_label+microcalcification_binary,partial,True,
2026-08-10T21:48:15+08:00,43,390,18,0,0.4186046511627907,0.4186046511627907,0.52,0.2777777777777778,1,0,0,4,TCGA-AO-A0JE,histological_type_label,partial,False,
2026-08-10T21:48:23+08:00,44,390,19,0,0.4318181818181818,0.4318181818181818,0.52,0.3157894736842105,1,0,0,4,TCGA-AO-A0JE,unrouted,none,True,
2026-08-10T21:48:32+08:00,45,390,19,0,0.4222222222222222,0.4222222222222222,0.52,0.3,1,0,0,4,TCGA-A1-A0SF,unrouted,none,False,
2026-08-10T21:49:03+08:00,46,390,20,0,0.43478260869565216,0.43478260869565216,0.5384615384615384,0.3,1,0,0,4,TCGA-A1-A0SF,histologic_grade_label,direct,True,
2026-08-10T21:49:33+08:00,47,390,21,0,0.44680851063829785,0.44680851063829785,0.5555555555555556,0.3,1,0,0,5,TCGA-A1-A0SF,HER2_status_label,direct,True,
2026-08-10T21:49:56+08:00,48,390,21,0,0.4375,0.4375,0.5357142857142857,0.3,1,0,0,5,TCGA-A1-A0SF,histological_type_label,direct,False,
2026-08-10T21:50:04+08:00,49,390,21,0,0.42857142857142855,0.42857142857142855,0.5357142857142857,0.2857142857142857,1,0,0,5,TCGA-A1-A0SF,unrouted,none,False,
2026-08-10T21:50:38+08:00,50,390,22,0,0.44,0.44,0.5517241379310345,0.2857142857142857,1,0,0,6,TCGA-EW-A1P7,histologic_grade_label,direct,True,
2026-08-10T21:50:59+08:00,51,390,23,0,0.45098039215686275,0.45098039215686275,0.5666666666666667,0.2857142857142857,1,0,0,6,TCGA-EW-A1P7,histologic_grade_label,direct,True,
2026-08-10T21:51:06+08:00,52,390,23,0,0.4423076923076923,0.4423076923076923,0.5666666666666667,0.2727272727272727,1,0,0,6,TCGA-EW-A1P7,unrouted,none,False,
2026-08-10T21:51:33+08:00,53,390,23,0,0.4339622641509434,0.4339622641509434,0.5483870967741935,0.2727272727272727,1,0,0,6,TCGA-EW-A1P7,ER_status_label+PR_status_label,direct,False,
2026-08-10T21:52:02+08:00,54,390,23,0,0.42592592592592593,0.42592592592592593,0.53125,0.2727272727272727,1,0,0,6,TCGA-EW-A1P7,HER2_status_label,partial,False,
2026-08-10T21:52:34+08:00,55,390,23,0,0.41818181818181815,0.41818181818181815,0.5151515151515151,0.2727272727272727,1,0,0,6,TCGA-BH-A0DG,ajcc_pathologic_stage,direct,False,
2026-08-10T21:52:42+08:00,56,390,23,0,0.4107142857142857,0.4107142857142857,0.5151515151515151,0.2608695652173913,1,0,0,6,TCGA-BH-A0DG,unrouted,none,False,
2026-08-10T21:53:15+08:00,57,390,24,0,0.42105263157894735,0.42105263157894735,0.5294117647058824,0.2608695652173913,1,0,0,6,TCGA-BH-A0DG,histologic_grade_label+nottingham_total_score,direct,True,
2026-08-10T21:53:54+08:00,58,390,25,0,0.43103448275862066,0.43103448275862066,0.5428571428571428,0.2608695652173913,1,0,0,6,TCGA-BH-A0DG,ER_status_label+PR_status_label+HER2_status_label,direct,True,
2026-08-10T21:54:20+08:00,59,390,25,0,0.423728813559322,0.423728813559322,0.5428571428571428,0.25,1,0,0,6,TCGA-BH-A0DG,unrouted,none,False,
2026-08-10T21:54:54+08:00,60,390,25,0,0.4166666666666667,0.4166666666666667,0.5277777777777778,0.25,1,0,0,6,TCGA-BH-A0DD,histological_type_label,direct,False,
2026-08-10T21:55:16+08:00,61,390,25,0,0.4098360655737705,0.4098360655737705,0.5135135135135135,0.25,1,0,0,6,TCGA-BH-A0DD,histological_type_label,direct,False,
2026-08-10T21:55:41+08:00,62,390,26,0,0.41935483870967744,0.41935483870967744,0.5263157894736842,0.25,1,0,0,6,TCGA-BH-A0DD,histological_type_label+histologic_grade_label,direct,True,
2026-08-10T21:55:49+08:00,63,390,26,0,0.4126984126984127,0.4126984126984127,0.5263157894736842,0.24,1,0,0,6,TCGA-BH-A0DD,unrouted,none,False,
2026-08-10T21:56:26+08:00,64,390,27,0,0.421875,0.421875,0.5384615384615384,0.24,1,0,0,6,TCGA-B6-A0IA,histological_type_label,direct,True,
2026-08-10T21:56:33+08:00,65,390,28,0,0.4307692307692308,0.4307692307692308,0.5384615384615384,0.2692307692307692,1,0,0,6,TCGA-B6-A0IA,unrouted,none,True,
2026-08-10T21:56:58+08:00,66,390,28,0,0.42424242424242425,0.42424242424242425,0.5384615384615384,0.25925925925925924,1,0,0,6,TCGA-B6-A0IA,unrouted,none,False,
2026-08-10T21:57:05+08:00,67,390,28,0,0.417910447761194,0.417910447761194,0.5384615384615384,0.25,1,0,0,6,TCGA-B6-A0IA,unrouted,none,False,
2026-08-10T21:57:36+08:00,68,390,29,0,0.4264705882352941,0.4264705882352941,0.55,0.25,1,0,0,6,TCGA-AC-A2FF,histological_type_label,direct,True,
2026-08-10T21:57:44+08:00,69,390,30,0,0.43478260869565216,0.43478260869565216,0.55,0.27586206896551724,1,0,0,6,TCGA-AC-A2FF,unrouted,none,True,
2026-08-10T21:57:52+08:00,70,390,30,0,0.42857142857142855,0.42857142857142855,0.55,0.26666666666666666,1,0,0,6,TCGA-AC-A2FF,unrouted,none,False,
2026-08-10T21:58:02+08:00,71,390,31,0,0.43661971830985913,0.43661971830985913,0.55,0.2903225806451613,1,0,0,6,TCGA-AC-A2FF,unrouted,none,True,
2026-08-10T21:58:24+08:00,72,390,32,0,0.4444444444444444,0.4444444444444444,0.5609756097560976,0.2903225806451613,1,0,0,6,TCGA-AC-A2FF,histological_type_label+histologic_grade_label+lymphovascular_invasion_label+necrosis_binary,direct,True,
2026-08-10T21:58:33+08:00,73,390,32,0,0.4383561643835616,0.4383561643835616,0.5609756097560976,0.28125,1,0,0,6,TCGA-AC-A2FF,unrouted,none,False,
2026-08-10T21:59:05+08:00,74,390,32,0,0.43243243243243246,0.43243243243243246,0.5476190476190477,0.28125,1,0,0,7,TCGA-AC-A2FG,histological_type_label,direct,False,
2026-08-10T21:59:12+08:00,75,390,32,0,0.4266666666666667,0.4266666666666667,0.5476190476190477,0.2727272727272727,1,0,0,7,TCGA-AC-A2FG,unrouted,none,False,
2026-08-10T21:59:43+08:00,76,390,32,0,0.42105263157894735,0.42105263157894735,0.5348837209302325,0.2727272727272727,1,0,0,8,TCGA-AC-A2FG,histologic_grade_label,direct,False,
2026-08-10T21:59:51+08:00,77,390,32,0,0.4155844155844156,0.4155844155844156,0.5348837209302325,0.2647058823529412,1,0,0,8,TCGA-AC-A2FG,unrouted,none,False,
2026-08-10T22:00:13+08:00,78,390,32,0,0.41025641025641024,0.41025641025641024,0.5227272727272727,0.2647058823529412,1,0,0,8,TCGA-AC-A2FG,histological_type_label,direct,False,
2026-08-10T22:00:47+08:00,79,390,32,0,0.4050632911392405,0.4050632911392405,0.5111111111111111,0.2647058823529412,1,0,0,9,TCGA-A2-A259,histologic_grade_label,partial,False,
2026-08-10T22:01:20+08:00,80,390,32,0,0.4,0.4,0.5,0.2647058823529412,1,0,0,9,TCGA-A2-A259,HER2_status_label,direct,False,
2026-08-10T22:01:26+08:00,81,390,32,0,0.3950617283950617,0.3950617283950617,0.5,0.2571428571428571,1,0,0,9,TCGA-A2-A259,unrouted,none,False,
2026-08-10T22:01:54+08:00,82,390,33,0,0.4024390243902439,0.4024390243902439,0.5106382978723404,0.2571428571428571,1,0,0,9,TCGA-A2-A259,ER_status_label+PR_status_label,direct,True,
2026-08-10T22:02:19+08:00,83,390,33,0,0.39759036144578314,0.39759036144578314,0.5,0.2571428571428571,1,0,0,9,TCGA-A2-A259,histological_type_label,direct,False,
2026-08-10T22:02:59+08:00,84,390,34,0,0.40476190476190477,0.40476190476190477,0.5102040816326531,0.2571428571428571,1,0,0,9,TCGA-A1-A0SJ,histological_type_label+ductal_binary+lobular_binary+dcis_binary,direct,True,
2026-08-10T22:03:07+08:00,85,390,34,0,0.4,0.4,0.5102040816326531,0.25,1,0,0,9,TCGA-A1-A0SJ,unrouted,none,False,
2026-08-10T22:03:17+08:00,86,390,34,0,0.3953488372093023,0.3953488372093023,0.5102040816326531,0.24324324324324326,1,0,0,9,TCGA-E9-A1N6,unrouted,none,False,
2026-08-10T22:03:49+08:00,87,390,35,0,0.40229885057471265,0.40229885057471265,0.52,0.24324324324324326,1,0,0,9,TCGA-E9-A1N6,histologic_grade_label,direct,True,
2026-08-10T22:04:07+08:00,88,390,36,0,0.4090909090909091,0.4090909090909091,0.5294117647058824,0.24324324324324326,1,0,0,9,TCGA-E9-A1N6,histological_type_label,direct,True,
2026-08-10T22:04:37+08:00,89,390,37,0,0.4157303370786517,0.4157303370786517,0.5384615384615384,0.24324324324324326,1,0,0,9,TCGA-E9-A1N6,mitotic_score,partial,True,
2026-08-10T22:04:45+08:00,90,390,38,0,0.4222222222222222,0.4222222222222222,0.5384615384615384,0.2631578947368421,1,0,0,9,TCGA-E9-A1N6,unrouted,none,True,
2026-08-10T22:04:53+08:00,91,390,39,0,0.42857142857142855,0.42857142857142855,0.5384615384615384,0.28205128205128205,1,0,0,9,TCGA-LL-A5YP,unrouted,none,True,
2026-08-10T22:05:28+08:00,92,390,40,0,0.43478260869565216,0.43478260869565216,0.5471698113207547,0.28205128205128205,1,0,0,9,TCGA-LL-A5YP,histologic_grade_label,partial,True,
2026-08-10T22:05:36+08:00,93,390,40,0,0.43010752688172044,0.43010752688172044,0.5471698113207547,0.275,1,0,0,9,TCGA-LL-A5YP,unrouted,none,False,
2026-08-10T22:06:04+08:00,94,390,41,0,0.43617021276595747,0.43617021276595747,0.5555555555555556,0.275,1,0,0,9,TCGA-LL-A5YP,histological_type_label,partial,True,
2026-08-10T22:06:33+08:00,95,390,42,0,0.4421052631578947,0.4421052631578947,0.5636363636363636,0.275,1,0,0,9,TCGA-AO-A03T,histological_type_label,direct,True,
2026-08-10T22:06:42+08:00,96,390,42,0,0.4375,0.4375,0.5636363636363636,0.2682926829268293,1,0,0,9,TCGA-AO-A03T,unrouted,none,False,
2026-08-10T22:07:05+08:00,97,390,42,0,0.4329896907216495,0.4329896907216495,0.5535714285714286,0.2682926829268293,1,0,0,9,TCGA-AO-A03T,histological_type_label,direct,False,
2026-08-10T22:07:36+08:00,98,390,42,0,0.42857142857142855,0.42857142857142855,0.543859649122807,0.2682926829268293,1,0,0,9,TCGA-AO-A03T,ER_status_label+PR_status_label,direct,False,
2026-08-10T22:07:57+08:00,99,390,42,0,0.42424242424242425,0.42424242424242425,0.5344827586206896,0.2682926829268293,1,0,0,9,TCGA-AO-A03T,histological_type_label,direct,False,
2026-08-10T22:08:05+08:00,100,390,43,0,0.43,0.43,0.5344827586206896,0.2857142857142857,1,0,0,9,TCGA-AO-A03T,unrouted,none,True,
2026-08-10T22:08:36+08:00,101,390,43,0,0.42574257425742573,0.42574257425742573,0.5254237288135594,0.2857142857142857,1,0,0,9,TCGA-C8-A3M7,histologic_grade_label,partial,False,
2026-08-10T22:08:43+08:00,102,390,43,0,0.4215686274509804,0.4215686274509804,0.5254237288135594,0.27906976744186046,1,0,0,9,TCGA-C8-A3M7,unrouted,none,False,
2026-08-10T22:09:09+08:00,103,390,44,0,0.42718446601941745,0.42718446601941745,0.5333333333333333,0.27906976744186046,1,0,0,9,TCGA-C8-A3M7,histological_type_label,direct,True,
2026-08-10T22:09:17+08:00,104,390,45,0,0.4326923076923077,0.4326923076923077,0.5333333333333333,0.29545454545454547,1,0,0,9,TCGA-C8-A3M7,unrouted,none,True,
2026-08-10T22:09:25+08:00,105,390,45,0,0.42857142857142855,0.42857142857142855,0.5333333333333333,0.28888888888888886,1,0,0,9,TCGA-C8-A3M7,unrouted,none,False,
2026-08-10T22:09:33+08:00,106,390,46,0,0.4339622641509434,0.4339622641509434,0.5333333333333333,0.30434782608695654,1,0,0,9,TCGA-E9-A227,unrouted,none,True,
2026-08-10T22:09:42+08:00,107,390,46,0,0.42990654205607476,0.42990654205607476,0.5333333333333333,0.2978723404255319,1,0,0,9,TCGA-EW-A1IY,unrouted,none,False,
2026-08-10T22:09:49+08:00,108,390,47,0,0.4351851851851852,0.4351851851851852,0.5333333333333333,0.3125,1,0,0,9,TCGA-EW-A1IY,unrouted,none,True,
2026-08-10T22:10:17+08:00,109,390,47,0,0.43119266055045874,0.43119266055045874,0.5245901639344263,0.3125,1,0,0,9,TCGA-EW-A1IY,histologic_grade_label,direct,False,
2026-08-10T22:10:48+08:00,110,390,48,0,0.43636363636363634,0.43636363636363634,0.532258064516129,0.3125,1,0,0,10,TCGA-EW-A1IY,lymphovascular_invasion_label,direct,True,
2026-08-10T22:11:16+08:00,111,390,49,0,0.44144144144144143,0.44144144144144143,0.5396825396825397,0.3125,1,0,0,10,TCGA-EW-A1IY,ER_status_label+PR_status_label+HER2_status_label,direct,True,
2026-08-10T22:11:50+08:00,112,390,50,0,0.44642857142857145,0.44642857142857145,0.546875,0.3125,1,0,0,10,TCGA-LL-A442,histologic_grade_label,direct,True,
2026-08-10T22:11:58+08:00,113,390,50,0,0.4424778761061947,0.4424778761061947,0.546875,0.30612244897959184,1,0,0,10,TCGA-LL-A442,unrouted,none,False,
2026-08-10T22:12:05+08:00,114,390,50,0,0.43859649122807015,0.43859649122807015,0.546875,0.3,1,0,0,10,TCGA-LL-A442,unrouted,none,False,
2026-08-10T22:12:30+08:00,115,390,51,0,0.4434782608695652,0.4434782608695652,0.5538461538461539,0.3,1,0,0,10,TCGA-LL-A442,histological_type_label,direct,True,
2026-08-10T22:12:57+08:00,116,390,52,0,0.4482758620689655,0.4482758620689655,0.5606060606060606,0.3,1,0,0,10,TCGA-LL-A442,ER_status_label+PR_status_label+HER2_status_label,direct,True,
2026-08-10T22:13:06+08:00,117,390,53,0,0.452991452991453,0.452991452991453,0.5606060606060606,0.3137254901960784,1,0,0,10,TCGA-EW-A2FW,unrouted,none,True,
2026-08-10T22:13:37+08:00,118,390,53,0,0.4491525423728814,0.4491525423728814,0.5522388059701493,0.3137254901960784,1,0,0,10,TCGA-EW-A2FW,histologic_grade_label,partial,False,
2026-08-10T22:14:07+08:00,119,390,53,0,0.44537815126050423,0.44537815126050423,0.5441176470588235,0.3137254901960784,1,0,0,10,TCGA-EW-A2FW,ER_status_label+PR_status_label,partial,False,
2026-08-10T22:14:38+08:00,120,390,53,0,0.44166666666666665,0.44166666666666665,0.5362318840579711,0.3137254901960784,1,0,0,10,TCGA-EW-A2FW,ajcc_pathologic_stage,direct,False,
2026-08-10T22:15:11+08:00,121,390,54,0,0.4462809917355372,0.4462809917355372,0.5428571428571428,0.3137254901960784,1,0,0,10,TCGA-EW-A2FW,HER2_status_label,direct,True,
2026-08-10T22:15:19+08:00,122,390,54,0,0.4426229508196721,0.4426229508196721,0.5428571428571428,0.3076923076923077,1,0,0,10,TCGA-E2-A105,unrouted,none,False,
2026-08-10T22:15:56+08:00,123,390,54,0,0.43902439024390244,0.43902439024390244,0.5352112676056338,0.3076923076923077,1,0,0,10,TCGA-E2-A105,histological_type_label,direct,False,
2026-08-10T22:16:03+08:00,124,390,54,0,0.43548387096774194,0.43548387096774194,0.5352112676056338,0.3018867924528302,1,0,0,10,TCGA-E2-A105,unrouted,none,False,
2026-08-10T22:16:12+08:00,125,390,54,0,0.432,0.432,0.5352112676056338,0.2962962962962963,1,0,0,10,TCGA-AR-A255,unrouted,none,False,
2026-08-10T22:16:46+08:00,126,390,55,0,0.4365079365079365,0.4365079365079365,0.5416666666666666,0.2962962962962963,1,0,0,10,TCGA-A2-A0EW,ajcc_pathologic_stage,direct,True,
2026-08-10T22:16:54+08:00,127,390,55,0,0.4330708661417323,0.4330708661417323,0.5416666666666666,0.2909090909090909,1,0,0,10,TCGA-A2-A0EW,unrouted,none,False,
2026-08-10T22:17:22+08:00,128,390,55,0,0.4296875,0.4296875,0.5342465753424658,0.2909090909090909,1,0,0,10,TCGA-A2-A0EW,ER_status_label+PR_status_label+HER2_status_label,direct,False,
2026-08-10T22:17:52+08:00,129,390,56,0,0.43410852713178294,0.43410852713178294,0.5405405405405406,0.2909090909090909,1,0,0,10,TCGA-A8-A08R,histological_type_label+histologic_grade_label+lymphovascular_invasion_label+ajcc_pathologic_stage,direct,True,
2026-08-10T22:17:59+08:00,130,390,56,0,0.4307692307692308,0.4307692307692308,0.5405405405405406,0.2857142857142857,1,0,0,10,TCGA-A8-A08R,unrouted,none,False,
2026-08-10T22:18:20+08:00,131,390,57,0,0.4351145038167939,0.4351145038167939,0.5466666666666666,0.2857142857142857,1,0,0,10,TCGA-A8-A08R,histological_type_label,direct,True,
2026-08-10T22:18:56+08:00,132,390,57,0,0.4318181818181818,0.4318181818181818,0.5394736842105263,0.2857142857142857,1,0,0,10,TCGA-A8-A08R,lymphovascular_invasion_label,partial,False,
2026-08-10T22:19:22+08:00,133,390,58,0,0.43609022556390975,0.43609022556390975,0.5454545454545454,0.2857142857142857,1,0,0,10,TCGA-A8-A08R,histologic_grade_label,partial,True,
2026-08-10T22:19:30+08:00,134,390,59,0,0.44029850746268656,0.44029850746268656,0.5454545454545454,0.2982456140350877,1,0,0,10,TCGA-BH-A0HL,unrouted,none,True,
2026-08-10T22:20:05+08:00,135,390,59,0,0.43703703703703706,0.43703703703703706,0.5384615384615384,0.2982456140350877,1,0,0,10,TCGA-BH-A0HL,histological_type_label,partial,False,
2026-08-10T22:20:14+08:00,136,390,59,0,0.4338235294117647,0.4338235294117647,0.5384615384615384,0.29310344827586204,1,0,0,10,TCGA-BH-A0HL,unrouted,none,False,
2026-08-10T22:20:20+08:00,137,390,59,0,0.4306569343065693,0.4306569343065693,0.5384615384615384,0.288135593220339,1,0,0,10,TCGA-BH-A0HL,unrouted,none,False,
2026-08-10T22:20:28+08:00,138,390,59,0,0.427536231884058,0.427536231884058,0.5384615384615384,0.2833333333333333,1,0,0,10,TCGA-BH-A0HL,unrouted,none,False,
2026-08-10T22:20:36+08:00,139,390,60,0,0.4316546762589928,0.4316546762589928,0.5384615384615384,0.29508196721311475,1,0,0,10,TCGA-E2-A15E,unrouted,none,True,
2026-08-10T22:21:13+08:00,140,390,61,0,0.4357142857142857,0.4357142857142857,0.5443037974683544,0.29508196721311475,1,0,0,10,TCGA-E2-A15E,histologic_grade_label,direct,True,
2026-08-10T22:21:46+08:00,141,390,61,0,0.4326241134751773,0.4326241134751773,0.5375,0.29508196721311475,1,0,0,11,TCGA-E2-A15E,necrosis_binary+comedonecrosis_binary,direct,False,
2026-08-10T22:22:20+08:00,142,390,61,0,0.4295774647887324,0.4295774647887324,0.5308641975308642,0.29508196721311475,1,0,0,11,TCGA-E2-A15E,ER_status_label+PR_status_label+HER2_status_label,direct,False,
2026-08-10T22:22:28+08:00,143,390,61,0,0.42657342657342656,0.42657342657342656,0.5308641975308642,0.2903225806451613,1,0,0,11,TCGA-B6-A0WV,unrouted,none,False,
2026-08-10T22:23:01+08:00,144,390,61,0,0.4236111111111111,0.4236111111111111,0.524390243902439,0.2903225806451613,1,0,0,12,TCGA-B6-A0WV,histologic_grade_label,direct,False,
2026-08-10T22:23:09+08:00,145,390,61,0,0.4206896551724138,0.4206896551724138,0.524390243902439,0.2857142857142857,1,0,0,12,TCGA-B6-A0WV,unrouted,none,False,
2026-08-10T22:23:39+08:00,146,390,61,0,0.4178082191780822,0.4178082191780822,0.5180722891566265,0.2857142857142857,1,0,0,12,TCGA-B6-A0WV,histological_type_label,direct,False,
2026-08-10T22:24:05+08:00,147,390,62,0,0.4217687074829932,0.4217687074829932,0.5238095238095238,0.2857142857142857,1,0,0,12,TCGA-B6-A0WV,lymphovascular_invasion_label,direct,True,
2026-08-10T22:24:42+08:00,148,390,62,0,0.4189189189189189,0.4189189189189189,0.5176470588235295,0.2857142857142857,1,0,0,13,TCGA-E9-A1RA,histological_type_label,direct,False,
2026-08-10T22:24:49+08:00,149,390,62,0,0.4161073825503356,0.4161073825503356,0.5176470588235295,0.28125,1,0,0,13,TCGA-E9-A1RA,unrouted,none,False,
2026-08-10T22:24:58+08:00,150,390,62,0,0.41333333333333333,0.41333333333333333,0.5176470588235295,0.27692307692307694,1,0,0,13,TCGA-E9-A1RA,unrouted,none,False,
