task_name,task_type,num_train,num_val,num_test,metric_name,metric_value,missing_rate
SRC,gene_expression_regression,1894,405,406,Pearson,0.18235456105684353,
PTK6,gene_expression_regression,1894,405,406,Pearson,0.5070497412773063,
CDC37,gene_expression_regression,1894,405,406,Pearson,0.17526332702612937,
EGF,gene_expression_regression,1894,405,406,Pearson,0.26815604550438943,
TGFA,gene_expression_regression,1894,405,406,Pearson,0.35890381718564157,
SOS1,gene_expression_regression,1894,405,406,Pearson,0.31599373290507116,
SOS2,gene_expression_regression,1894,405,406,Pearson,0.28402549945508904,
KRAS,gene_expression_regression,1894,405,406,Pearson,0.022843739708536804,
NRAS,gene_expression_regression,1894,405,406,Pearson,0.2552811136135846,
HRAS,gene_expression_regression,1894,405,406,Pearson,0.1341662228625766,
RAF1,gene_expression_regression,1894,405,406,Pearson,0.05681112784297998,
MAP2K1,gene_expression_regression,1894,405,406,Pearson,0.2752834468901784,
MAP2K2,gene_expression_regression,1894,405,406,Pearson,0.13030072565963452,
PIK3CB,gene_expression_regression,1894,405,406,Pearson,0.23379829080416153,
PIK3CD,gene_expression_regression,1894,405,406,Pearson,0.6388817535273299,
PIK3CG,gene_expression_regression,1894,405,406,Pearson,0.5146204950265355,
PIK3R2,gene_expression_regression,1894,405,406,Pearson,-0.04877427605316451,
PIK3R3,gene_expression_regression,1894,405,406,Pearson,0.05597220191105784,
AKT1,gene_expression_regression,1894,405,406,Pearson,0.19719723263362757,
AKT2,gene_expression_regression,1894,405,406,Pearson,0.08422927895905359,
AKT3,gene_expression_regression,1894,405,406,Pearson,0.4534665856520834,
PDPK1,gene_expression_regression,1894,405,406,Pearson,0.33607077384099443,
MTOR,gene_expression_regression,1894,405,406,Pearson,0.20817869739597397,
RICTOR,gene_expression_regression,1894,405,406,Pearson,0.17333194035305585,
PTEN,gene_expression_regression,1894,405,406,Pearson,0.26426003372690293,
SGK1,gene_expression_regression,1894,405,406,Pearson,0.4147108666438232,
FOXO1,gene_expression_regression,1894,405,406,Pearson,0.6011084316640982,
FOXO3,gene_expression_regression,1894,405,406,Pearson,0.1876978016225081,
CCNB1,gene_expression_regression,1894,405,406,Pearson,0.5176906930933182,
CCNB2,gene_expression_regression,1894,405,406,Pearson,0.5810949730737234,
CDK1,gene_expression_regression,1894,405,406,Pearson,0.5331793404091619,
CDC25A,gene_expression_regression,1894,405,406,Pearson,0.652715526191433,
CDC25B,gene_expression_regression,1894,405,406,Pearson,0.5894572326812253,
CDC25C,gene_expression_regression,1894,405,406,Pearson,0.47402592453118964,
PLK1,gene_expression_regression,1894,405,406,Pearson,0.5999443984141664,
AURKA,gene_expression_regression,1894,405,406,Pearson,0.5848853589220832,
AURKB,gene_expression_regression,1894,405,406,Pearson,0.628990376633249,
TPX2,gene_expression_regression,1894,405,406,Pearson,0.5890747478470145,
WEE1,gene_expression_regression,1894,405,406,Pearson,0.18144952504611264,
CDC20,gene_expression_regression,1894,405,406,Pearson,0.6038158156537499,
TOP2A,gene_expression_regression,1894,405,406,Pearson,0.48176455064166457,
CENPF,gene_expression_regression,1894,405,406,Pearson,0.5132024777727152,
BUB1,gene_expression_regression,1894,405,406,Pearson,0.5610136444748147,
BUB1B,gene_expression_regression,1894,405,406,Pearson,0.5181947422744826,
MAD1L1,gene_expression_regression,1894,405,406,Pearson,0.15911686292838845,
MAD2L1,gene_expression_regression,1894,405,406,Pearson,0.5808368391953967,
TTK,gene_expression_regression,1894,405,406,Pearson,0.5925142233668205,
CENPE,gene_expression_regression,1894,405,406,Pearson,0.5511622463311773,
NDC80,gene_expression_regression,1894,405,406,Pearson,0.5885030722136868,
CASC5,gene_expression_regression,1894,405,406,Pearson,0.3335168261310757,
TP53,gene_expression_regression,1894,405,406,Pearson,0.177275961498398,
ATM,gene_expression_regression,1894,405,406,Pearson,0.3103513035563849,
CHEK2,gene_expression_regression,1894,405,406,Pearson,0.5637814474215855,
MDM2,gene_expression_regression,1894,405,406,Pearson,0.2739285220576511,
CDKN1A,gene_expression_regression,1894,405,406,Pearson,0.2419918367305165,
CDKN1B,gene_expression_regression,1894,405,406,Pearson,0.22248113976172926,
CCNE1,gene_expression_regression,1894,405,406,Pearson,0.6557999263207235,
CDK2,gene_expression_regression,1894,405,406,Pearson,0.46118751320287255,
GADD45A,gene_expression_regression,1894,405,406,Pearson,0.132333214831159,
BBC3,gene_expression_regression,1894,405,406,Pearson,0.22997831370909377,
BAX,gene_expression_regression,1894,405,406,Pearson,0.21111732739407835,
BRCA1,gene_expression_regression,1894,405,406,Pearson,0.2746770489831936,
BRCA2,gene_expression_regression,1894,405,406,Pearson,0.28692902334335424,
ATR,gene_expression_regression,1894,405,406,Pearson,0.2116195959635601,
CHEK1,gene_expression_regression,1894,405,406,Pearson,0.6152902692409825,
RAD50,gene_expression_regression,1894,405,406,Pearson,0.4224894986435298,
MRE11A,gene_expression_regression,1894,405,406,Pearson,0.1922506130983608,
NBN,gene_expression_regression,1894,405,406,Pearson,0.1901157774207054,
RAD51,gene_expression_regression,1894,405,406,Pearson,0.5671322058983583,
PALB2,gene_expression_regression,1894,405,406,Pearson,0.267087462744213,
BARD1,gene_expression_regression,1894,405,406,Pearson,0.23041485809753254,
XRCC5,gene_expression_regression,1894,405,406,Pearson,0.14806937676470525,
XRCC6,gene_expression_regression,1894,405,406,Pearson,0.41754739453898726,
PRKDC,gene_expression_regression,1894,405,406,Pearson,0.34662719388211344,
CDH1,gene_expression_regression,1894,405,406,Pearson,0.4976343795971601,
CTNNA1,gene_expression_regression,1894,405,406,Pearson,0.30898771811066456,
CTNNB1,gene_expression_regression,1894,405,406,Pearson,0.2474699790114696,
CTNND1,gene_expression_regression,1894,405,406,Pearson,0.3128467576896613,
JUP,gene_expression_regression,1894,405,406,Pearson,0.2095163200956045,
PVRL1,gene_expression_regression,1894,405,406,Pearson,0.3079796907776197,
PVRL2,gene_expression_regression,1894,405,406,Pearson,0.43100103954995855,
PVRL3,gene_expression_regression,1894,405,406,Pearson,0.442887187953283,
MLLT4,gene_expression_regression,1894,405,406,Pearson,0.1570675906136458,
ACTB,gene_expression_regression,1894,405,406,Pearson,0.4605534966326248,
ACTN1,gene_expression_regression,1894,405,406,Pearson,0.4314491009355499,
TJP1,gene_expression_regression,1894,405,406,Pearson,0.3789108698052057,
TJP2,gene_expression_regression,1894,405,406,Pearson,0.11109581160054655,
OCLN,gene_expression_regression,1894,405,406,Pearson,0.38768578627770756,
CLDN1,gene_expression_regression,1894,405,406,Pearson,0.3270016521232826,
CLDN3,gene_expression_regression,1894,405,406,Pearson,0.03291481645700074,
CLDN4,gene_expression_regression,1894,405,406,Pearson,0.1334117167190712,
CLDN7,gene_expression_regression,1894,405,406,Pearson,0.16304982777795388,
PARD3,gene_expression_regression,1894,405,406,Pearson,0.2925831972225985,
PARD6A,gene_expression_regression,1894,405,406,Pearson,0.17964159799345075,
PRKCI,gene_expression_regression,1894,405,406,Pearson,0.25446862721284835,
CRB3,gene_expression_regression,1894,405,406,Pearson,0.2195856898512903,
EPCAM,gene_expression_regression,1894,405,406,Pearson,0.4198972591727421,
TGFB1,gene_expression_regression,1894,405,406,Pearson,0.5259564572324954,
TGFB2,gene_expression_regression,1894,405,406,Pearson,0.3642773187198502,
TGFB3,gene_expression_regression,1894,405,406,Pearson,0.648338987296188,
TGFBR1,gene_expression_regression,1894,405,406,Pearson,0.3335282865260141,
TGFBR2,gene_expression_regression,1894,405,406,Pearson,0.6248919691075944,
SMAD2,gene_expression_regression,1894,405,406,Pearson,0.004226721436026254,
SMAD3,gene_expression_regression,1894,405,406,Pearson,0.38465721858337987,
SMAD4,gene_expression_regression,1894,405,406,Pearson,0.29050488254831514,
SMURF1,gene_expression_regression,1894,405,406,Pearson,0.20277495210105265,
SMURF2,gene_expression_regression,1894,405,406,Pearson,0.33093574869058967,
RHOA,gene_expression_regression,1894,405,406,Pearson,0.2919830576493617,
SKIL,gene_expression_regression,1894,405,406,Pearson,0.24148950910649908,
SNAI1,gene_expression_regression,1894,405,406,Pearson,0.3935388358075721,
MMP1,gene_expression_regression,1894,405,406,Pearson,0.516572309476977,
MMP2,gene_expression_regression,1894,405,406,Pearson,0.6825321927800264,
MMP3,gene_expression_regression,1894,405,406,Pearson,0.46824034897256683,
MMP7,gene_expression_regression,1894,405,406,Pearson,0.47037960301089177,
MMP8,gene_expression_regression,1894,405,406,Pearson,0.35922347432775587,
MMP9,gene_expression_regression,1894,405,406,Pearson,0.3556296455815116,
MMP10,gene_expression_regression,1894,405,406,Pearson,0.29005401515409956,
MMP11,gene_expression_regression,1894,405,406,Pearson,0.5240081885395313,
MMP12,gene_expression_regression,1894,405,406,Pearson,0.49856719810498334,
MMP13,gene_expression_regression,1894,405,406,Pearson,0.43995082370059907,
MMP14,gene_expression_regression,1894,405,406,Pearson,0.5027290471544729,
MMP15,gene_expression_regression,1894,405,406,Pearson,0.2505745840648529,
MMP19,gene_expression_regression,1894,405,406,Pearson,0.528011710796284,
ADAMTS4,gene_expression_regression,1894,405,406,Pearson,0.22121748983023912,
ADAMTS5,gene_expression_regression,1894,405,406,Pearson,0.5369393742069074,
CTSK,gene_expression_regression,1894,405,406,Pearson,0.6523898332137547,
CTSS,gene_expression_regression,1894,405,406,Pearson,0.5020593091651345,
ITGA1,gene_expression_regression,1894,405,406,Pearson,0.35869983175666403,
ITGA2,gene_expression_regression,1894,405,406,Pearson,0.31731718879819704,
ITGA3,gene_expression_regression,1894,405,406,Pearson,0.3483689538724344,
ITGA4,gene_expression_regression,1894,405,406,Pearson,0.4464508296577543,
ITGA5,gene_expression_regression,1894,405,406,Pearson,0.49301368645863836,
ITGA6,gene_expression_regression,1894,405,406,Pearson,0.2914808208445848,
ITGA8,gene_expression_regression,1894,405,406,Pearson,0.40476927256458295,
ITGA9,gene_expression_regression,1894,405,406,Pearson,0.3719036295426306,
ITGA10,gene_expression_regression,1894,405,406,Pearson,0.3451568966243854,
ITGA11,gene_expression_regression,1894,405,406,Pearson,0.5714782708373186,
ITGAV,gene_expression_regression,1894,405,406,Pearson,0.3308559952094035,
ITGB1,gene_expression_regression,1894,405,406,Pearson,0.4022034900765383,
ITGB3,gene_expression_regression,1894,405,406,Pearson,0.36601604032119145,
ITGB4,gene_expression_regression,1894,405,406,Pearson,0.2624073727250649,
ITGB5,gene_expression_regression,1894,405,406,Pearson,0.5976314794220967,
ITGB6,gene_expression_regression,1894,405,406,Pearson,0.29290640045890626,
ITGB8,gene_expression_regression,1894,405,406,Pearson,0.394698535348797,
FN1,gene_expression_regression,1894,405,406,Pearson,0.4775167518309106,
VTN,gene_expression_regression,1894,405,406,Pearson,0.11661412096602104,
LAMA3,gene_expression_regression,1894,405,406,Pearson,0.4012623564698493,
LAMB3,gene_expression_regression,1894,405,406,Pearson,0.38542542068117625,
LAMC2,gene_expression_regression,1894,405,406,Pearson,0.40253608897635007,
COL1A1,gene_expression_regression,1894,405,406,Pearson,0.6460246756665625,
COL3A1,gene_expression_regression,1894,405,406,Pearson,0.63419179640991,
COL1A2,gene_expression_regression,1894,405,406,Pearson,0.6379693683073762,
COL4A1,gene_expression_regression,1894,405,406,Pearson,0.23122345210824827,
COL4A2,gene_expression_regression,1894,405,406,Pearson,0.2704238795521267,
COL5A1,gene_expression_regression,1894,405,406,Pearson,0.5952845169462807,
COL5A2,gene_expression_regression,1894,405,406,Pearson,0.6021845259041195,
P4HA1,gene_expression_regression,1894,405,406,Pearson,0.29879174094329053,
P4HA2,gene_expression_regression,1894,405,406,Pearson,0.38777807360868566,
P4HB,gene_expression_regression,1894,405,406,Pearson,0.33398405845515144,
PLOD1,gene_expression_regression,1894,405,406,Pearson,0.4992418380489409,
PLOD2,gene_expression_regression,1894,405,406,Pearson,0.36679009845403937,
LOX,gene_expression_regression,1894,405,406,Pearson,0.5189965040083755,
SERPINH1,gene_expression_regression,1894,405,406,Pearson,0.4161319473607108,
CD3D,gene_expression_regression,1894,405,406,Pearson,0.6485311276978271,
CD3E,gene_expression_regression,1894,405,406,Pearson,0.6463774836037829,
CD3G,gene_expression_regression,1894,405,406,Pearson,0.6645534359868855,
CD247,gene_expression_regression,1894,405,406,Pearson,0.6302272245775289,
LCK,gene_expression_regression,1894,405,406,Pearson,0.6549386732933098,
FYN,gene_expression_regression,1894,405,406,Pearson,0.5050669440980475,
ZAP70,gene_expression_regression,1894,405,406,Pearson,0.6147706511998788,
LAT,gene_expression_regression,1894,405,406,Pearson,0.5916246870935528,
LCP2,gene_expression_regression,1894,405,406,Pearson,0.553230635758945,
ITK,gene_expression_regression,1894,405,406,Pearson,0.6569792979419561,
PTPRC,gene_expression_regression,1894,405,406,Pearson,0.609299368027157,
TRAT1,gene_expression_regression,1894,405,406,Pearson,0.6515661397395518,
CARD11,gene_expression_regression,1894,405,406,Pearson,0.6113610121267218,
PRKCQ,gene_expression_regression,1894,405,406,Pearson,0.6115028468263718,
MS4A1,gene_expression_regression,1894,405,406,Pearson,0.6011632887914423,
CD79A,gene_expression_regression,1894,405,406,Pearson,0.6081127945373592,
CD79B,gene_expression_regression,1894,405,406,Pearson,0.615455114364604,
SYK,gene_expression_regression,1894,405,406,Pearson,0.27292237728118757,
BLNK,gene_expression_regression,1894,405,406,Pearson,0.38585923976839015,
BTK,gene_expression_regression,1894,405,406,Pearson,0.5889951931099476,
PLCG2,gene_expression_regression,1894,405,406,Pearson,0.5414218762267344,
PRKCB,gene_expression_regression,1894,405,406,Pearson,0.6311949716777285,
BCL10,gene_expression_regression,1894,405,406,Pearson,0.3255289337068055,
MALT1,gene_expression_regression,1894,405,406,Pearson,0.34402792705983654,
CD19,gene_expression_regression,1894,405,406,Pearson,0.5755286235515655,
CR2,gene_expression_regression,1894,405,406,Pearson,0.5353615727357963,
LYN,gene_expression_regression,1894,405,406,Pearson,0.5745498397198839,
PAX5,gene_expression_regression,1894,405,406,Pearson,0.5372857765395002,
IFNG,gene_expression_regression,1894,405,406,Pearson,0.6116339683876201,
IFNGR1,gene_expression_regression,1894,405,406,Pearson,0.41919532297235723,
IFNGR2,gene_expression_regression,1894,405,406,Pearson,0.2759033317528573,
JAK1,gene_expression_regression,1894,405,406,Pearson,0.34386519438618957,
JAK2,gene_expression_regression,1894,405,406,Pearson,0.39654482394989365,
STAT1,gene_expression_regression,1894,405,406,Pearson,0.4591796654362857,
IRF1,gene_expression_regression,1894,405,406,Pearson,0.4717538025861898,
SOCS1,gene_expression_regression,1894,405,406,Pearson,0.5980875444549543,
CXCL9,gene_expression_regression,1894,405,406,Pearson,0.6314648220903667,
CXCL10,gene_expression_regression,1894,405,406,Pearson,0.6371992248195177,
GBP1,gene_expression_regression,1894,405,406,Pearson,0.6093030893026015,
IDO1,gene_expression_regression,1894,405,406,Pearson,0.637177259682344,
HLA-DRA,gene_expression_regression,1894,405,406,Pearson,0.5407024085892734,
PDCD1,gene_expression_regression,1894,405,406,Pearson,0.6303520646597593,
CD274,gene_expression_regression,1894,405,406,Pearson,0.4977662697718304,
PDCD1LG2,gene_expression_regression,1894,405,406,Pearson,0.6105952291822518,
PTPN6,gene_expression_regression,1894,405,406,Pearson,0.3123023437167988,
PTPN11,gene_expression_regression,1894,405,406,Pearson,0.15520614767746369,
HIF1A,gene_expression_regression,1894,405,406,Pearson,0.3598715221269614,
EPAS1,gene_expression_regression,1894,405,406,Pearson,0.4432857775781102,
ARNT,gene_expression_regression,1894,405,406,Pearson,0.206356209714085,
EGLN1,gene_expression_regression,1894,405,406,Pearson,0.3288821442733638,
EGLN2,gene_expression_regression,1894,405,406,Pearson,0.16860540969627585,
EGLN3,gene_expression_regression,1894,405,406,Pearson,0.33113113498574154,
VHL,gene_expression_regression,1894,405,406,Pearson,0.07765322187681047,
HIF1AN,gene_expression_regression,1894,405,406,Pearson,0.3608477687441512,
CA9,gene_expression_regression,1894,405,406,Pearson,0.4844691457421228,
SLC2A1,gene_expression_regression,1894,405,406,Pearson,0.3951982389942154,
PDK1,gene_expression_regression,1894,405,406,Pearson,0.4560363873145743,
LDHA,gene_expression_regression,1894,405,406,Pearson,0.43196876565104236,
BNIP3,gene_expression_regression,1894,405,406,Pearson,0.3164367317071009,
NDRG1,gene_expression_regression,1894,405,406,Pearson,0.5262218821501697,
RIPK1,gene_expression_regression,1894,405,406,Pearson,0.1595717260765906,
RIPK3,gene_expression_regression,1894,405,406,Pearson,0.48699877091266963,
MLKL,gene_expression_regression,1894,405,406,Pearson,0.46941563953277915,
CASP8,gene_expression_regression,1894,405,406,Pearson,0.29531411086220477,
FADD,gene_expression_regression,1894,405,406,Pearson,0.1639170669926382,
TNFRSF1A,gene_expression_regression,1894,405,406,Pearson,0.24945280213338392,
TNF,gene_expression_regression,1894,405,406,Pearson,0.48279590901981534,
CFLAR,gene_expression_regression,1894,405,406,Pearson,0.5226339798970724,
TRADD,gene_expression_regression,1894,405,406,Pearson,0.21592807107829493,
TRAF2,gene_expression_regression,1894,405,406,Pearson,0.1441756714420325,
BMP2,gene_expression_regression,1894,405,406,Pearson,0.4479092701668865,
BMP4,gene_expression_regression,1894,405,406,Pearson,0.47779769526379506,
BMP6,gene_expression_regression,1894,405,406,Pearson,0.4111543518007011,
BMP7,gene_expression_regression,1894,405,406,Pearson,0.27285865814711274,
BMPR1A,gene_expression_regression,1894,405,406,Pearson,0.06373883090089066,
BMPR1B,gene_expression_regression,1894,405,406,Pearson,0.31861842136642166,
BMPR2,gene_expression_regression,1894,405,406,Pearson,0.38163641820983873,
ACVR1,gene_expression_regression,1894,405,406,Pearson,0.4814817595519795,
SMAD1,gene_expression_regression,1894,405,406,Pearson,0.21900990253939928,
SMAD5,gene_expression_regression,1894,405,406,Pearson,0.39666727799074253,
SMAD9,gene_expression_regression,1894,405,406,Pearson,0.38628937525065604,
RUNX2,gene_expression_regression,1894,405,406,Pearson,0.479568407860435,
ID1,gene_expression_regression,1894,405,406,Pearson,0.3428209013104891,
ID2,gene_expression_regression,1894,405,406,Pearson,0.16584399920838522,
